Name,Speech,Lemmas,verse_number,inferred_verse_number
Ἱερεύς,"ὑφ᾽ οὗ κενοῦται δῶμα Καδμεῖον, μέλας δ᾽",ὑφάω ἕ κενόω δῶμα Καδμεῖος Μέλας δέ,,29.0
Ἱερεύς,Ἅιδης στεναγμοῖς καὶ γόοις πλουτίζεται.,Ἅιδης στεναγμός καί γόος πλουτίζω,30,30.0
Ἱερεύς,θεοῖσι μέν νυν οὐκ ἰσούμενόν σ᾽ ἐγὼ,θέω μέν νῦν οὐ ἰσόω σός ἐγώ,,31.0
Ἱερεύς,"οὐδ᾽ οἵδε παῖδες ἑζόμεσθ᾽ ἐφέστιοι,",οὐδέ ὅδε παῖς ἕζομαι ἐφέστιος,,32.0
Ἱερεύς,ἀνδρῶν δὲ πρῶτον ἔν τε συμφοραῖς βίου,ἀνδρόω δέ πρότερος ἐν σύ συμφορά βίος,,33.0
Ἱερεύς,κρίνοντες ἔν τε δαιμόνων συναλλαγαῖς:,κρίνω ἐν σύ δαίμων συναλλαγή,,34.0
Ἱερεύς,ὅς γ᾽ ἐξέλυσας ἄστυ Καδμεῖον μολὼν,ὅς γε ἐκλύω ἄστυ Καδμεῖος βλώσκω,35,35.0
Ἱερεύς,"σκληρᾶς ἀοιδοῦ δασμὸν ὃν παρείχομεν,",σκληρός ἀοιδάω δασμός ὅς παρέχω,,36.0
Ἱερεύς,καὶ ταῦθ᾽ ὑφ᾽ ἡμῶν οὐδὲν ἐξειδὼς πλέον,καί οὗτος ὑφάω ἐγώ οὐδείς ἔξοιδα πλέος,,37.0
Ἱερεύς,"οὐδ᾽ ἐκδιδαχθείς, ἀλλὰ προσθήκῃ θεοῦ",οὐδέ ἐκδιδάσκω ἄλλος προσθήκη θεάομαι,,38.0
Ἱερεύς,λέγει νομίζει θ᾽ ἡμὶν ὀρθῶσαι βίον:,λέγω νομίζω σύ ἐγώ ὀρθόω βίος,,39.0
Ἱερεύς,"νῦν τ᾽, ὦ κράτιστον πᾶσιν Οἰδίπου κάρα,",νῦν σύ εἰμί κράτιστος πᾶς Οἰδίπους κάρ,40,40.0
Ἱερεύς,ἱκετεύομέν σε πάντες οἵδε πρόστροποι,ἱκετεύω σός πᾶς ὅδε πρόστροπος,,41.0
Ἱερεύς,"ἀλκήν τιν᾽ εὑρεῖν ἡμίν, εἴτε του θεῶν",ἄλκη2 τίνω εὑρίσκω ἐγώ εἴτε ὁ θέα,,42.0
Ἱερεύς,φήμην ἀκούσας εἴτ᾽ ἀπ᾽ ἀνδρὸς οἶσθά του:,φήμη ἀέκων εἴτε Ἆπις ἀνήρ οἶδα ὁ,,43.0
Ἱερεύς,ὡς τοῖσιν ἐμπείροισι καὶ τὰς ξυμφορὰς,ὅς ὁ ἔμπειρος καί ὁ συμφορά,,44.0
Ἱερεύς,ζώσας ὁρῶ μάλιστα τῶν βουλευμάτων.,ζάω ὅρος μάλιστα ὁ βούλευμα,45,45.0
Ἱερεύς,"ἴθ᾽, ὦ βροτῶν ἄριστ᾽, ἀνόρθωσον πόλιν,",εἶμι εἰμί βρότος ἄριστον ἀνορθόω πόλις,,46.0
Ἱερεύς,"ἴθ᾽, εὐλαβήθηθ᾽: ὡς σὲ νῦν μὲν ἥδε γῆ",εἶμι εὐλαβέομαι ὅς σός νῦν μέν ὅδε γῆ,,47.0
Ἱερεύς,σωτῆρα κλῄζει τῆς πάρος προθυμίας:,σωτήρ κλῄζω ὁ Πάρος προθυμία,,48.0
Ἱερεύς,ἀρχῆς δὲ τῆς σῆς μηδαμῶς μεμνώμεθα,ἀρχή δέ ὁ σής μηδαμός μιμνήσκω,,49.0
Ἱερεύς,στάντες τ᾽ ἐς ὀρθὸν καὶ πεσόντες ὕστερον.,ἵστημι σύ εἰς ὀρθός καί πίπτω ὕστερον,50,50.0
Ἱερεύς,ἀλλ᾽ ἀσφαλείᾳ τήνδ᾽ ἀνόρθωσον πόλιν:,ἄλλος ἀσφάλεια ὅδε ἀνορθόω πόλις,,51.0
Ἱερεύς,ὄρνιθι γὰρ καὶ τὴν τότ᾽ αἰσίῳ τύχην,ὄρνις γάρ καί ὁ τότε αἴσιος τύχη,,52.0
Ἱερεύς,"παρέσχες ἡμῖν, καὶ τανῦν ἴσος γενοῦ.",παρέχω ἐγώ καί τανῦν Ἶσος γίγνομαι,,53.0
Ἱερεύς,"ὡς εἴπερ ἄρξεις τῆσδε γῆς, ὥσπερ κρατεῖς,",ὅς εἴπερ ὅδε γῆ ὥσπερ κρατέω,,54.0
Ἱερεύς,ξὺν ἀνδράσιν κάλλιον ἢ κενῆς κρατεῖν:,σύν ἀνήρ κάλλιον εἰμί κενός κρατέω,55,55.0
Ἱερεύς,ὡς οὐδέν ἐστιν οὔτε πύργος οὔτε ναῦς,ὅς οὐδείς εἰμί οὔτε πύργος οὔτε ναῦς,,56.0
Ἱερεύς,ἔρημος ἀνδρῶν μὴ ξυνοικούντων ἔσω.,ἐρῆμος ἀνδρόω μή συνοικέω ἔσω,,57.0
Οἰδίπους,"ὦ παῖδες οἰκτροί, γνωτὰ κοὐκ ἄγνωτά μοι",εἰμί παῖς οἰκτρός γνωτός οὐ ἄγνωστος ἐγώ,,58.0
Οἰδίπους,προσήλθεθ᾽ ἱμείροντες:  εὖ γὰρ οἶδ᾽ ὅτι,προσέρχομαι ἱμείρω εὖ γάρ οἶδα ὅστις,,59.0
Οἰδίπους,"νοσεῖτε πάντες, καὶ νοσοῦντες, ὡς ἐγὼ",νοσέω πᾶς καί νοσέω ὅς ἐγώ,60,60.0
Οἰδίπους,οὐκ ἔστιν ὑμῶν ὅστις ἐξ ἴσου νοσεῖ.,οὐ εἰμί σύ ὅστις ἐξ ἴσος νοσέω,,61.0
Οἰδίπους,τὸ μὲν γὰρ ὑμῶν ἄλγος εἰς ἕν᾽ ἔρχεται,ὁ μέν γάρ σύ ἄλγος εἶμι ἕνος ἔρχομαι,,62.0
Οἰδίπους,"μόνον καθ᾽ αὑτὸν κοὐδέν᾽ ἄλλον, ἡ δ᾽ ἐμὴ",μόνος κάτος ἑαυτοῦ οὐδείς ἄλλος ἧ δέ ἐμέω,,63.0
Οἰδίπους,ψυχὴ πόλιν τε κἀμὲ καὶ σ᾽ ὁμοῦ στένει.,ψύχω πόλις σύ ἁμός καί σός ὁμός στένος,,64.0
Οἰδίπους,"ὥστ᾽ οὐχ ὕπνῳ γ᾽ εὕδοντά μ᾽ ἐξεγείρετε,",ὥστε οὐ ὕπνον γε εὕδω ἐγώ ἐξεγείρω,65,65.0
Οἰδίπους,"ἀλλ᾽ ἴστε πολλὰ μέν με δακρύσαντα δή,",ἄλλος οἶδα πολύς μέν ἐγώ δακρύω Δεύς,,66.0
Οἰδίπους,πολλὰς δ᾽ ὁδοὺς ἐλθόντα φροντίδος πλάνοις:,πολύς δέ ὁδός ἔρχομαι φροντίς πλάνος,,67.0
Οἰδίπους,"ἣν δ᾽ εὖ σκοπῶν ηὕρισκον ἴασιν μόνην,",ὅς δέ εὖ σκοπάω εὑρίσκω εἶμι μόνος,,68.0
Οἰδίπους,ταύτην ἔπραξα:  παῖδα γὰρ Μενοικέως,οὗτος πράσσω παῖς γάρ,,69.0
Οἰδίπους,"Κρέοντ᾽, ἐμαυτοῦ γαμβρόν, ἐς τὰ Πυθικὰ",κρέων ἐμαυτοῦ γαμβρός εἰς ὁ Πυθικός,70,70.0
Οἰδίπους,"ἔπεμψα Φοίβου δώμαθ᾽, ὡς πύθοιθ᾽ ὅ τι",πέμπω Φοῖβος δῶμα ὅς πύθω ὅς τίς,,71.0
Οἰδίπους,δρῶν ἢ τί φωνῶν τήνδε ῥυσαίμην πόλιν.,δράω εἰμί τίς φῶνος ὅδε ῥύομαι πόλις,,72.0
Οἰδίπους,καί μ᾽ ἦμαρ ἤδη ξυμμετρούμενον χρόνῳ,καί ἐγώ ἦμαρ ἤδη συμμετρέω χρόνος,,73.0
Οἰδίπους,λυπεῖ τί πράσσει:  τοῦ γὰρ εἰκότος πέρα,λυπέω τίς πράσσω ὁ γάρ ἔοικα πέρα,,74.0
Οἰδίπους,ἄπεστι πλείω τοῦ καθήκοντος χρόνου.,ἄπειμι πλέω ὁ καθήκω χρόνος,75,75.0
Οἰδίπους,"ὅταν δ᾽ ἵκηται, τηνικαῦτ᾽ ἐγὼ κακὸς",ὅταν δέ ἱκνέομαι τηνικαῦτα ἐγώ κακός,,76.0
Οἰδίπους,μὴ δρῶν ἂν εἴην πάνθ᾽ ὅσ᾽ ἂν δηλοῖ θεός.,μή δράω ἄν ἐάω πάντῃ ὅσος ἄν δῆλος θεός,,77.0
Ἱερεύς,ἀλλ᾽ εἰς καλὸν σύ τ᾽ εἶπας οἵδε τ᾽ ἀρτίως,ἄλλος εἶμι κάλως σύ σύ εἶπον ὅδε σύ ἄρτιος,,78.0
Ἱερεύς,Κρέοντα προσστείχοντα σημαίνουσί μοι.,κρέων στείχω σημαίνω ἐγώ,,79.0
Οἰδίπους,"ὦναξ Ἄπολλον, εἰ γὰρ ἐν τύχῃ γέ τῳ",ἄναξ Ἀπόλλων εἰ γάρ ἐν τύχη γε ὁ,80,80.0
Οἰδίπους,σωτῆρι βαίη λαμπρὸς ὥσπερ ὄμματι,σωτήρ βαίνω λαμπρός ὥσπερ ὄμμα,,81.0
Ἱερεύς,"ἀλλ᾽ εἰκάσαι μέν, ἡδύς:  οὐ γὰρ ἂν κάρα",ἄλλος εἰκάζω μέν ἡδύς οὐ γάρ ἄν κάρ,,82.0
Ἱερεύς,πολυστεφὴς ὧδ᾽ εἷρπε παγκάρπου δάφνης.,πολυστεφής ὧδε ἕρπω πάγκαρπος δάφνη,,83.0
Οἰδίπους,τάχ᾽ εἰσόμεσθα:  ξύμμετρος γὰρ ὡς κλύειν.,τάχα εἶμι σύμμετρος γάρ ὅς κλύω,,84.0
Οἰδίπους,"ἄναξ, ἐμὸν κήδευμα, παῖ Μενοικέως,",Ἄνακες ἐμός κήδευμα παῖς,85,85.0
Οἰδίπους,τίν᾽ ἡμὶν ἥκεις τοῦ θεοῦ φήμην φέρων;,τίνω ἐγώ ἥκω ὁ θεάομαι φήμη Φεραί,,86.0
Κρέων,"ἐσθλήν:  λέγω γὰρ καὶ τὰ δύσφορ᾽, εἰ τύχοι",ἐσθλός λέγος γάρ καί ὁ δύσφορος εἰ τύχος,,87.0
Κρέων,"κατ᾽ ὀρθὸν ἐξελθόντα, πάντ᾽ ἂν εὐτυχεῖν.",κάτος ὀρθός ἐξέρχομαι πάντῃ ἄν εὐτυχέω,,88.0
Οἰδίπους,ἔστιν δὲ ποῖον τοὔπος; οὔτε γὰρ θρασὺς,εἰμί δέ ποῖος ἔπος οὔτε γάρ θρασύς,,89.0
Οἰδίπους,οὔτ᾽ οὖν προδείσας εἰμὶ τῷ γε νῦν λόγῳ.,οὔτε οὖν προδείδω εἶμι ὁ γε νῦν λόγος,90,90.0
Κρέων,"εἰ τῶνδε χρῄζεις πλησιαζόντων κλύειν,",εἰ ὅδε χρῄζω πλησιάζω κλύω,,91.0
Κρέων,"ἕτοιμος εἰπεῖν, εἴτε καὶ στείχειν ἔσω.",ἑτοῖμος εἶπον εἴτε καί στείχω ἔσω,,92.0
Οἰδίπους,ἐς πάντας αὔδα:  τῶνδε γὰρ πλέον φέρω,εἰς πᾶς αὐδάω ὅδε γάρ πλέος φέρω,,93.0
Οἰδίπους,τὸ πένθος ἢ καὶ τῆς ἐμῆς ψυχῆς πέρι.,ὁ πένθος εἰμί καί ὁ ἐμέω ψύχω περί,,94.0
Κρέων,λέγοιμ᾽ ἂν οἷ᾽ ἤκουσα τοῦ θεοῦ πάρα.,λέγω ἄν ἵημι ἀκούω ὁ θεάομαι παρά,95,95.0
Κρέων,ἄνωγεν ἡμᾶς Φοῖβος ἐμφανῶς ἄναξ,ἄνωγα ἐγώ Φοῖβος ἐμφανής Ἄνακες,,96.0
Κρέων,"μίασμα χώρας, ὡς τεθραμμένον χθονὶ",μίασμα χώρα ὅς τρέφω χθών,,97.0
Κρέων,"ἐν τῇδ᾽, ἐλαύνειν μηδ᾽ ἀνήκεστον τρέφειν.",ἐν ὅδε ἐλαύνω Μῆδος ἀνήκεστος τρέφω,,98.0
Οἰδίπους,ποίῳ καθαρμῷ; τίς ὁ τρόπος τῆς ξυμφορᾶς;,ποῖος καθαρμός τίς ὅς τρόπος ὁ συμφορά,,99.0
Κρέων,ἀνδρηλατοῦντας ἢ φόνῳ φόνον πάλιν,ἀνδρηλατέω εἰμί φόνος φόνος πάλιν,100,100.0
Κρέων,"λύοντας, ὡς τόδ᾽ αἷμα χειμάζον πόλιν.",λύω ὅς ὅδε αἷμα χειμάζω πόλις,,101.0
Οἰδίπους,ποίου γὰρ ἀνδρὸς τήνδε μηνύει τύχην;,ποῖος γάρ ἀνήρ ὅδε μηνύω τύχη,,102.0
Κρέων,"ἦν ἡμίν, ὦναξ, Λάϊός ποθ᾽ ἡγεμὼν",ἐάν ἐγώ ἄναξ λαιός πόθι ἡγεμών,,103.0
Κρέων,"γῆς τῆσδε, πρὶν σὲ τήνδ᾽ ἀπευθύνειν πόλιν.",γῆ ὅδε πρίν σός ὅδε ἀπευθύνω πόλις,,104.0
Οἰδίπους,ἔξοιδ᾽ ἀκούων:  οὐ γὰρ εἰσεῖδόν γέ πω.,ἔξοιδα ἀκοή οὐ γάρ εἶδον γε πω,105,105.0
Κρέων,τούτου θανόντος νῦν ἐπιστέλλει σαφῶς,οὗτος θνήσκω νῦν ἐπιστέλλω σαφής,,106.0
Κρέων,τοὺς αὐτοέντας χειρὶ τιμωρεῖν τινας.,ὁ αὐτοέντης χείρ τιμωρέω τίς,,107.0
Οἰδίπους,οἳ δ᾽ εἰσὶ ποῦ γῆς; ποῦ τόδ᾽ εὑρεθήσεται,ἕ δέ εἶμι πού γῆ πού ὅδε εὑρίσκω,,108.0
Οἰδίπους,ἴχνος παλαιᾶς δυστέκμαρτον αἰτίας;,ἴχνος παλαιός δυστέκμαρτος αἴτιος,,109.0
Κρέων,ἐν τῇδ᾽ ἔφασκε γῇ:  τὸ δὲ ζητούμενον,ἐν ὅδε φάσκω γῆ ὁ δέ ζητέω,110,110.0
Κρέων,"ἁλωτόν, ἐκφεύγειν δὲ τἀμελούμενον.",ἁλίσκομαι ἐκφεύγω δέ ἀμελέω,,111.0
Οἰδίπους,πότερα δ᾽ ἐν οἴκοις ἢ 'ν ἀγροῖς ὁ Λάϊος,πότερος δέ ἐν ἔοικα εἰμί ἄν ἀγρέω ὅς λαιός,,112.0
Οἰδίπους,ἢ γῆς ἐπ᾽ ἄλλης τῷδε συμπίπτει φόνῳ;,εἰμί γῆ ἐπί ἄλλος ὅδε συμπίτνω φόνος,,113.0
Κρέων,"θεωρός, ὡς ἔφασκεν, ἐκδημῶν, πάλιν",θεωρός ὅς φάσκω ἔκδημος πάλιν,,114.0
Κρέων,"πρὸς οἶκον οὐκέθ᾽ ἵκεθ᾽, ὡς ἀπεστάλη.",πρός οἶκος οὐκέτι ἵκετις ὅς ἀποστέλλω,115,115.0
Οἰδίπους,οὐδ᾽ ἄγγελός τις οὐδὲ συμπράκτωρ ὁδοῦ,οὐδέ ἄγγελος τίς οὐδέ συμπράκτωρ ὁδάω,,116.0
Οἰδίπους,"κατεῖδ᾽, ὅτου τις ἐκμαθὼν ἐχρήσατ᾽ ἄν;",κατεῖδον ὅστις τίς ἐκμανθάνω χράω2 ἄν,,117.0
Κρέων,"θνῄσκουσι γάρ, πλὴν εἷς τις, ὃς φόβῳ, φυγὼν",θνήσκω γάρ πλέω εἷς τίς ὅς φόβος φεύγω,,118.0
Κρέων,ὧν εἶδε πλὴν ἓν οὐδὲν εἶχ᾽ εἰδὼς φράσαι.,ὅς εἶδον πλέω εἷς οὐδείς ἔοικα εἰδοί φράζω,,119.0
Οἰδίπους,"τὸ ποῖον;  ἓν γὰρ πόλλ᾽ ἂν ἐξεύροι μαθεῖν,",ὁ ποῖος εἷς γάρ πολύς ἄν ἐξευρίσκω μανθάνω,120,120.0
Οἰδίπους,ἀρχὴν βραχεῖαν εἰ λάβοιμεν ἐλπίδος.,ἄρχω βραχύς εἰ λαμβάνω ἐλπίς,,121.0
Κρέων,λῃστὰς ἔφασκε συντυχόντας οὐ μιᾷ,ληιστής φάσκω συντυγχάνω οὐ εἷς,,122.0
Κρέων,"ῥώμῃ κτανεῖν νιν, ἀλλὰ σὺν πλήθει χερῶν.",Ῥώμη κτείνω νιν ἄλλος σύν πλήθω χείρ,,123.0
Οἰδίπους,"πῶς οὖν ὁ λῃστής, εἴ τι μὴ ξὺν ἀργύρῳ",πῶς οὖν ὅς ληιστής εἰ τίς μή σύν ἄργυρος,,124.0
Οἰδίπους,"ἐπράσσετ᾽ ἐνθένδ᾽, ἐς τόδ᾽ ἂν τόλμης ἔβη;",πράσσω ἐνθένδε εἰς ὅδε ἄν τόλμα βαίνω,125,125.0
Κρέων,δοκοῦντα ταῦτ᾽ ἦν: Λαΐου δ᾽ ὀλωλότος,δοκέω οὗτος ἐάν λαιός δέ ὄλλυμι,,126.0
Κρέων,οὐδεὶς ἀρωγὸς ἐν κακοῖς ἐγίγνετο.,οὐδείς ἀρωγός ἐν κακός γίγνομαι,,127.0
Οἰδίπους,"κακὸν δὲ ποῖον ἐμποδών, τυραννίδος",κακός δέ ποῖος ἔμποδος τυραννίς,,128.0
Οἰδίπους,"οὕτω πεσούσης,   εἶργε τοῦτ᾽ ἐξειδέναι;",οὕτως πίπτω ἔργω οὗτος ἔξοιδα,,129.0
Κρέων,ἡ ποικιλῳδὸς Σφὶγξ τὸ πρὸς ποσὶν σκοπεῖν,ἧ ποικιλῳδός Σφίγξ ὁ πρός πόσις σκοπάω,130,130.0
Κρέων,μεθέντας ἡμᾶς τἀφανῆ προσήγετο.,μεθίημι ἐγώ ἀφανέω προσάγω,,131.0
Οἰδίπους,ἀλλ᾽ ἐξ ὑπαρχῆς αὖθις αὔτ᾽ ἐγὼ φανῶ:,ἄλλος ἐξ ὑπαρχή αὖθις αὖτε ἐγώ φαίνω,,132.0
Οἰδίπους,"ἐπαξίως γὰρ Φοῖβος, ἀξίως δὲ σὺ",ἐπάξιος γάρ Φοῖβος ἄξιος δέ σύ,,133.0
Οἰδίπους,πρὸ τοῦ θανόντος τήνδ᾽ ἔθεσθ᾽ ἐπιστροφήν:,πρό ὁ θνήσκω ὅδε ἔθω ἐπιστροφή,,134.0
Οἰδίπους,ὥστ᾽ ἐνδίκως ὄψεσθε κἀμὲ σύμμαχον,ὥστε ἔνδικος ὁράω ἁμός σύμμαχος,135,135.0
Οἰδίπους,γῇ τῇδε τιμωροῦντα τῷ θεῷ θ᾽ ἅμα.,γῆ ὅδε τιμωρέω ὁ θεάω σύ ἅμα,,136.0
Οἰδίπους,"ὑπὲρ γὰρ οὐχὶ τῶν ἀπωτέρω φίλων,",ὑπέρ γάρ οὐ ὁ ἀπώτερος φίλος,,137.0
Οἰδίπους,ἀλλ᾽ αὐτὸς αὑτοῦ τοῦτ᾽ ἀποσκεδῶ μύσος.,ἄλλος αὐτός ἑαυτοῦ οὗτος ἀποσκεδάννυμι μύσος,,138.0
Οἰδίπους,"ὅστις γὰρ ἦν ἐκεῖνον ὁ κτανών, τάχ᾽ ἂν",ὅστις γάρ ἐάν ἐκεῖνος ὅς κτείνω τάχα ἄν,,139.0
Οἰδίπους,κἄμ᾽ ἂν τοιαύτῃ χειρὶ τιμωροῦνθ᾽ ἕλοι.,ἁμός ἄν τοιοῦτος χείρ τιμωρέω αἱρέω,140,140.0
Οἰδίπους,κείνῳ προσαρκῶν οὖν ἐμαυτὸν ὠφελῶ.,ἐκεῖνος προσαρκέω οὖν ἐμαυτοῦ ὠφελέω,,141.0
Οἰδίπους,"ἀλλ᾽ ὡς τάχιστα, παῖδες, ὑμεῖς μὲν βάθρων",ἄλλος ὅς ταχύς παῖς σύ μέν βάθρα,,142.0
Οἰδίπους,"ἵστασθε, τούσδ᾽ ἄραντες ἱκτῆρας κλάδους,",ἵστημι ὅδε ἀράζω ἱκτήρ κλάδος,,143.0
Οἰδίπους,"ἄλλος δὲ Κάδμου λαὸν ὧδ᾽ ἀθροιζέτω,",ἄλλος δέ Κάδμος λαός ὧδε ἀθροίζω,,144.0
Οἰδίπους,ὡς πᾶν ἐμοῦ δράσοντος:  ἢ γὰρ εὐτυχεῖς,ὅς Πάν ἐγώ δράω εἰμί γάρ εὐτυχέω,145,145.0
Οἰδίπους,σὺν τῷ θεῷ φανούμεθ᾽ ἢ πεπτωκότες.,σύν ὁ θεάω φαίνω εἰμί πίπτω,,146.0
Ἱερεύς,"ὦ παῖδες, ἱστώμεσθα:  τῶνδε γὰρ χάριν",εἰμί παῖς ἵστημι ὅδε γάρ Χάρις,,147.0
Ἱερεύς,καὶ δεῦρ᾽ ἔβημεν ὧν ὅδ᾽ ἐξαγγέλλεται.,καί δεῦρο βαίνω ὅς ὅδε ἐξαγγέλλω,,148.0
Ἱερεύς,Φοῖβος δ᾽ ὁ πέμψας τάσδε μαντείας ἅμα,Φοῖβος δέ ὅς πέμπω ὅδε μαντεία ἅμα,,149.0
Ἱερεύς,σωτήρ δ᾽ ἵκοιτο καὶ νόσου παυστήριος.,σωτήρ δέ ἱκνέομαι καί νόσος παυστήριος,150,150.0
Χορός,"ὦ Διὸς ἁδυεπὲς φάτι, τίς ποτε τᾶς πολυχρύσου",εἰμί Δῖος ἡδυεπής φάτις τίς πότε ὁ πολύχρυσος,,151.0
Χορός,Πυθῶνος ἀγλαὰς ἔβας,Πύθων ἀγλαός βαίνω,,152.0
Χορός,"Θήβας; ἐκτέταμαι φοβερὰν φρένα, δείματι πάλλων,",Θήβη ἐκτείνω φοβερός φρήν δεῖμα πάλλα,,153.0
Χορός,"ἰήιε Δάλιε Παιάν,",ἰήιος Δήλιος Παιάν,,154.0
Χορός,ἀμφὶ σοὶ ἁζόμενος τί μοι ἢ νέον,ἀμφί σός ἅζομαι τίς ἐγώ εἰμί νέος,155,155.0
Χορός,ἢ περιτελλομέναις ὥραις πάλιν ἐξανύσεις χρέος.,εἰμί περιτέλλομαι ὥρα πάλιν ἐξάνυσις χρέος,,156.0
Χορός,"εἰπέ μοι, ὦ χρυσέας τέκνον Ἐλπίδος, ἄμβροτε Φάμα.",εἶπον ἐγώ εἰμί χρύσεος τέκνον ἐλπίς ἁμαρτάνω φάβα,,157.0
Χορός,"πρῶτα σὲ κεκλόμενος, θύγατερ Διός, ἄμβροτ᾽ Ἀθάνα",πρότερος σός κέλομαι θυγάτηρ Δῖος ἁμαρτάνω Ἀθήνη,160,160.0
Χορός,γαιάοχόν τ᾽ ἀδελφεὰν,γαιήοχος σύ ἀδελφή,,161.0
Χορός,"Ἄρτεμιν, ἃ κυκλόεντ᾽ ἀγορᾶς θρόνον εὐκλέα",Ἄρτεμις ὅς κυκλόεις ἀγορά θρόνον εὐκλεής,,162.0
Χορός,"θάσσει,",θάσσω,,163.0
Χορός,"καὶ Φοῖβον ἑκαβόλον, ἰὼ",καί Φοῖβος ἑκηβόλος Ἰώ,,164.0
