Name,Speech,verse_number,inferred_verse_number,lemmata
Ὀδυσσεύς,σκοπεῖν θ᾽ ὅπου 'στ᾽ ἐνταῦθα δίστομος πέτρα,,16.0,σκοπέω θ ὅπου στ ἐνταῦθα δίστομος πέτρα
Ὀδυσσεύς,"τοιάδ᾽, ἵν᾽ ἐν ψύχει μὲν ἡλίου διπλῆ",,17.0,τοιάδ ἵνα ἐν ψύχω μέν ἥλιος διπλόος
Ὀδυσσεύς,"πάρεστιν ἐνθάκησις, ἐν θέρει δ᾽ ὕπνον",,18.0,πάρειμι ἐνθάκησις ἐν θέρος δ ὕπνος
Ὀδυσσεύς,δι᾽ ἀμφιτρῆτος αὐλίου πέμπει πνοή:,,19.0,δι ἀμφιτρής αὔλιος πέμπω πνοή
Ὀδυσσεύς,βαιὸν δ᾽ ἔνερθεν ἐξ ἀριστερᾶς τάχ᾽ ἂν,20.0,20.0,βαιός δ ἔνερθε ἐκ ἀριστερός τάχ ἄν
Ὀδυσσεύς,"ἴδοις ποτὸν κρηναῖον, εἴπερ ἐστὶ σῶν.",,21.0,εἶδον ποτός κρηναῖος εἴπερ εἰμί σός
Ὀδυσσεύς,ἅ μοι προσελθὼν σῖγα σήμαιν᾽ εἴτ᾽ ἐκεῖ,,22.0,ὅς ἐγώ προσέρχομαι σῖγα σήμαιν εἴτ ἐκεῖ
Ὀδυσσεύς,"χῶρον τὸν αὐτὸν τόνδ᾽ ἔτ᾽ εἴτ᾽ ἄλλῃ κυρεῖ,",,23.0,χῶρος ὁ αὐτός τόνδ ἔτ εἴτ ἄλλῃ κυρέω
Ὀδυσσεύς,"ὡς τἀπίλοιπα τῶν λόγων σὺ μὲν κλύῃς,",,24.0,ὡς ἐπίλοιπος ὁ λόγος σύ μέν κλύω
Ὀδυσσεύς,"ἐγὼ δὲ φράζω, κοινὰ δ᾽ ἐξ ἀμφοῖν ἴῃ.",25.0,25.0,ἐγώ δέ φράζω κοινός δ ἐκ ἄμφω εἶμι
Νεοπτόλεμος,"ἄναξ Ὀδυσσεῦ, τοὔργον οὐ μακρὰν λέγεις:",,26.0,ἄναξ Ὀδυσσεύς ἔργον οὐ μακράν λέγω
Νεοπτόλεμος,δοκῶ γὰρ οἷον εἶπας ἄντρον εἰσορᾶν.,,27.0,δοκέω γάρ οἷος εἶπον ἄντρον εἰσοράω
Ὀδυσσεύς,ἄνωθεν ἢ κάτωθεν; οὐ γὰρ ἐννοῶ.,,28.0,ἄνωθεν ἤ κάτωθεν οὐ γάρ ἐννοέω
Νεοπτόλεμος,τόδ᾽ ἐξύπερθε: καὶ στίβου γ᾽ οὐδεὶς κτύπος.,,29.0,τόδ ἐξύπερθε καί στίβος γε οὐδείς κτύπος
Ὀδυσσεύς,ὅρα καθ᾽ ὕπνον μὴ καταυλισθεὶς κυρεῖ.,30.0,30.0,ὁράω κατά ὕπνος μή καταυλισθεὶς κυρέω
Νεοπτόλεμος,ὁρῶ κενὴν οἴκησιν ἀνθρώπων δίχα.,,31.0,ὁράω κενός ἔοικα ἄνθρωπος δίχα
Ὀδυσσεύς,οὐδ᾽ ἔνδον οἰκοποιός ἐστί τις τροφή;,,32.0,οὐδ ἔνδον οἰκοποιός εἰμί τις τροφή
Νεοπτόλεμος,στιπτή γε φυλλὰς ὡς ἐναυλίζοντί τῳ.,,33.0,στιπτός γε φυλλάς ὡς ἐναυλίζοντί τις
Ὀδυσσεύς,"τὰ δ᾽ ἄλλ᾽ ἔρημα, κοὐδέν ἐσθ᾽ ὑπόστεγον;",,34.0,ὁ δ ἄλλ ἐρῆμος οὐδείς εἰμί ὑπόστεγος
Νεοπτόλεμος,"αὐτόξυλόν γ᾽ ἔκπωμα, φλαυρουργοῦ τινος",35.0,35.0,αὐτόξυλόν γε ἔκπωμα φλαυρουργός τις
Νεοπτόλεμος,"τεχνήματ᾽ ἀνδρός, καὶ πυρεῖ᾽ ὁμοῦ τάδε.",,36.0,τεχνήματ ἀνήρ καί πυρεῖ ὁμοῦ ὅδε
Ὀδυσσεύς,κείνου τὸ θησαύρισμα σημαίνεις τόδε.,,37.0,ἐκεῖνος ὁ θησαύρισμα σημαίνω ὅδε
Νεοπτόλεμος,ἰοὺ ἰού:  καὶ ταῦτά γ᾽ ἄλλα θάλπεται,,38.0,ἰού ἰού  καί οὗτος γε ἄλλος θάλπω
Νεοπτόλεμος,"ῥάκη, βαρείας του νοσηλείας πλέα.",,39.0,ῥάκος βαρύς τις νοσηλεία πλέος
Ὀδυσσεύς,"ἁνὴρ κατοικεῖ τούσδε τοὺς τόπους σαφῶς,",40.0,40.0,ἀνήρ κατοικέω ὅδε ὁ τόπος σαφής
Ὀδυσσεύς,κἄστ᾽ οὐχ ἑκάς που: πῶς γὰρ ἂν νοσῶν ἀνὴρ,,41.0,εἰμί οὐ ἑκάς πού πῶς γάρ ἄν νοσέω ἀνήρ
Ὀδυσσεύς,κῶλον παλαιᾷ κηρὶ προσβαίη μακράν;,,42.0,κῶλον παλαιός κήρ προσβαίνω μακράν
Ὀδυσσεύς,ἀλλ᾽ ἢ 'πὶ φορβῆς νόστον ἐξελήλυθεν,,43.0,ἀλλ ἤ ἐπί φορβή νόστος ἐξέρχομαι
Ὀδυσσεύς,ἢ φύλλον εἴ τι νώδυνον κάτοιδέ που.,,44.0,ἤ φύλλον εἰ τις νώδυνος κάτοιδέ πού
Ὀδυσσεύς,"τὸν οὖν παρόντα πέμψον εἰς κατασκοπήν,",45.0,45.0,ὁ οὖν πάρειμι πέμπω εἰς κατασκοπή
Ὀδυσσεύς,μὴ καὶ λάθῃ με προσπεσών: ὡς μᾶλλον ἂν,,46.0,μή καί λανθάνω ἐγώ προσπίτνω ὡς μᾶλλον ἄν
Ὀδυσσεύς,ἕλοιτό μ᾽ ἢ τοὺς πάντας Ἀργείους λαβεῖν.,,47.0,ἕλοιτό μ ἤ ὁ πᾶς Ἀργεῖος λαμβάνω
Νεοπτόλεμος,ἀλλ᾽ ἔρχεταί τε καὶ φυλάξεται στίβος.,,48.0,ἀλλ ἔρχεταί τε καί φυλάσσω στίβος
Νεοπτόλεμος,"σὺ δ᾽, εἴ τι χρῄζεις, φράζε δευτέρῳ λόγῳ.",,49.0,σύ δ εἰ τις χρῄζω φράζω δεύτερος λόγος
Ὀδυσσεύς,"Ἀχιλλέως παῖ, δεῖ σ᾽ ἐφ᾽ οἷς ἐλήλυθας",50.0,50.0,Ἀχιλλεύς παῖς δεῖ σ ἐπί ὅς ἔρχομαι
Ὀδυσσεύς,"γενναῖον εἶναι, μὴ μόνον τῷ σώματι,",,51.0,γενναῖος εἰμί μή μόνος ὁ σῶμα
Ὀδυσσεύς,ἀλλ᾽ ἤν τι καινὸν ὧν πρὶν οὐκ ἀκήκοας,,52.0,ἀλλ ἐάν τις καινός ὅς πρίν οὐ ἀκούω
Ὀδυσσεύς,"κλύῃς, ὑπουργεῖν, ὡς ὑπηρέτης πάρει.",,53.0,κλύω ὑπουργέω ὡς ὑπηρετέω πάρειμι
Νεοπτόλεμος,τί δῆτ᾽ ἄνωγας;,,54.0,τίς δῆτ ἄνωγα
Ὀδυσσεύς,τὴν Φιλοκτήτου σε δεῖ,,55.0,ὁ Φιλοκτήτης σύ δεῖ
Ὀδυσσεύς,ψυχὴν ὅπως δόλοισιν ἐκκλέψεις λέγων.,55.0,55.5,ψυχή ὅπως δόλος ἐκκλέπτω λέγω
Ὀδυσσεύς,"ὅταν σ᾽ ἐρωτᾷ τίς τε καὶ πόθεν πάρει,",,56.0,ὅταν σ ἐρωτάω τις τε καί πόθεν πάρειμι
Ὀδυσσεύς,"λέγειν, Ἀχιλλέως παῖς: τόδ᾽ οὐχὶ κλεπτέον:",,57.0,λέγω Ἀχιλλεύς παῖς τόδ οὐ κλεπτέον
Ὀδυσσεύς,"πλεῖς δ᾽ ὡς πρὸς οἶκον, ἐκλιπὼν τὸ ναυτικὸν",,58.0,πλέω δ ὡς πρός οἶκος ἐκλείπω ὁ ναυτικός
Ὀδυσσεύς,"στράτευμ᾽ Ἀχαιῶν, ἔχθος ἐχθήρας μέγα,",,59.0,στράτευμ Ἀχαιός ἔχθος ἐχθαίρω μέγας
Ὀδυσσεύς,"οἵ σ᾽ ἐν λιταῖς στείλαντες ἐξ οἴκων μολεῖν,",60.0,60.0,ὅς σ ἐν λιτή στέλλω ἐκ οἶκος βλώσκω
Ὀδυσσεύς,"μόνην ἔχοντες τήνδ᾽ ἅλωσιν Ἰλίου,",,61.0,μόνος ἔχω τήνδ ἅλωσις Ἴλιος
Ὀδυσσεύς,οὐκ ἠξίωσαν τῶν Ἀχιλλείων ὅπλων,,62.0,οὐ ἀξιόω ὁ Ἀχίλλειος ὅπλον
Ὀδυσσεύς,"ἐλθόντι δοῦναι κυρίως αἰτουμένῳ,",,63.0,ἔρχομαι δίδωμι κύριος αἰτέω
Ὀδυσσεύς,ἀλλ᾽ αὔτ᾽ Ὀδυσσεῖ παρέδοσαν: λέγων ὅσ᾽ ἂν,,64.0,ἀλλ αὔτ Ὀδυσσεύς παραδίδωμι λέγω ὅσ ἄν
Ὀδυσσεύς,θέλῃς καθ᾽ ἡμῶν ἔσχατ᾽ ἐσχάτων κακά.,65.0,65.0,ἐθέλω κατά ἐγώ ἔσχατ ἔσχατος κακός
Ὀδυσσεύς,τούτῳ γὰρ οὐδέν μ᾽ ἀλγυνεῖς: εἰ δ᾽ ἐργάσει,,66.0,οὗτος γάρ οὐδείς μ ἀλγύνω εἰ δ ἐργάζομαι
Ὀδυσσεύς,"μὴ ταῦτα, λύπην πᾶσιν Ἀργείοις βαλεῖς.",,67.0,μή οὗτος λύπη πᾶς Ἀργεῖος βάλλω
Ὀδυσσεύς,"εἰ γὰρ τὰ τοῦδε τόξα μὴ ληφθήσεται,",,68.0,εἰ γάρ ὁ ὅδε τόξον μή λαμβάνω
Ὀδυσσεύς,οὐκ ἔστι πέρσαι σοι τὸ Δαρδάνου πέδον.,,69.0,οὐ εἰμί πέρθω σύ ὁ Δάρδανος πέδον
Ὀδυσσεύς,"ὡς δ᾽ ἔστ᾽ ἐμοὶ μὲν οὐχί, σοὶ δ᾽ ὁμιλία",70.0,70.0,ὡς δ εἰμί ἐγώ μέν οὐ σύ δ ὁμιλία
Ὀδυσσεύς,"πρὸς τόνδε πιστὴ καὶ βέβαιος, ἔκμαθε.",,71.0,πρός ὅδε πιστός καί βέβαιος ἐκμανθάνω
Ὀδυσσεύς,σὺ μὲν πέπλευκας οὔτ᾽ ἔνορκος οὐδενὶ,,72.0,σύ μέν πλέω οὔτ ἔνορκος οὐδείς
Ὀδυσσεύς,οὔτ᾽ ἐξ ἀνάγκης οὔτε τοῦ πρώτου στόλου:,,73.0,οὔτ ἐκ ἀνάγκη οὔτε ὁ πρῶτος στόλος
Ὀδυσσεύς,ἐμοὶ δὲ τούτων οὐδέν ἐστ᾽ ἀρνήσιμον.,,74.0,ἐγώ δέ οὗτος οὐδείς εἰμί ἀρνήσιμος
Ὀδυσσεύς,"ὥστ᾽ εἴ με τόξων ἐγκρατὴς αἰσθήσεται,",75.0,75.0,ὥστ εἰ ἐγώ τόξον ἐγκρατής αἰσθάνομαι
Ὀδυσσεύς,ὄλωλα καὶ σὲ προσδιαφθερῶ ξυνών.,,76.0,ὄλλυμι καί σύ προσδιαφθείρω σύνειμι
Ὀδυσσεύς,"ἀλλ᾽ αὐτὸ τοῦτο δεῖ σοφισθῆναι, κλοπεὺς",,77.0,ἀλλ αὐτός οὗτος δεῖ σοφίζομαι κλοπεύς
Ὀδυσσεύς,ὅπως γενήσει τῶν ἀνικήτων ὅπλων.,,78.0,ὅπως γίγνομαι ὁ ἀνίκητος ὅπλον
Ὀδυσσεύς,"ἔξοιδα, παῖ, φύσει σε μὴ πεφυκότα",,79.0,ἔξοιδα παῖς φύσις σύ μή φύω
Ὀδυσσεύς,τοιαῦτα φωνεῖν μηδὲ τεχνᾶσθαι κακά:,80.0,80.0,τοιοῦτος φωνέω μηδέ τεχνάζω κακός
Ὀδυσσεύς,"ἀλλ᾽ ἡδὺ γάρ τι κτῆμα τῆς νίκης λαβεῖν,",,81.0,ἀλλ ἡδύς γάρ τις κτῆμα ὁ νίκη λαμβάνω
Ὀδυσσεύς,τόλμα: δίκαιοι δ᾽ αὖθις ἐκφανούμεθα.,,82.0,τόλμα δίκαιος δ αὖθις ἐκφαίνω
Ὀδυσσεύς,νῦν δ᾽ εἰς ἀναιδὲς ἡμέρας μέρος βραχὺ,,83.0,νῦν δ εἰς ἀναιδής ἡμέρα μέρος βραχύς
Ὀδυσσεύς,"δός μοι σεαυτόν, κᾆτα τὸν λοιπὸν χρόνον",,84.0,δίδωμι ἐγώ σεαυτοῦ εἶτα ὁ λοιπός χρόνος
Ὀδυσσεύς,κέκλησο πάντων εὐσεβέστατος βροτῶν.,85.0,85.0,καλέω πᾶς εὐσεβής βροτός
Νεοπτόλεμος,"ἐγὼ μὲν οὓς ἂν τῶν λόγων ἀλγῶ κλύων,",,86.0,ἐγώ μέν ὅς ἄν ὁ λόγος ἀλγέω κλύω
Νεοπτόλεμος,"Λαερτίου παῖ, τούσδε καὶ πράσσειν στυγῶ:",,87.0,λαέρτης παῖς ὅδε καί πράσσω στυγέω
Νεοπτόλεμος,"ἔφυν γὰρ οὐδὲν ἐκ τέχνης πράσσειν κακῆς,",,88.0,φύω γάρ οὐδείς ἐκ τέχνη πράσσω κακός
Νεοπτόλεμος,"οὔτ᾽ αὐτὸς οὔθ᾽, ὥς φασιν, οὑκφύσας ἐμέ.",,89.0,οὔτ αὐτός οὔθ ὡς φημί ἐκφύω ἐγώ
Νεοπτόλεμος,ἀλλ᾽ εἴμ᾽ ἑτοῖμος πρὸς βίαν τὸν ἄνδρ᾽ ἄγειν,90.0,90.0,ἀλλ εἰμί ἑτοῖμος πρός βία ὁ ἄνδρ ἄγω
Νεοπτόλεμος,καὶ μὴ δόλοισιν: οὐ γὰρ ἐξ ἑνὸς ποδὸς,,91.0,καί μή δόλος οὐ γάρ ἐκ εἷς πούς
Νεοπτόλεμος,ἡμᾶς τοσούσδε πρὸς βίαν χειρώσεται.,,92.0,ἐγώ τοσόσδε πρός βία χειρόω
Νεοπτόλεμος,πεμφθείς γε μέντοι σοὶ ξυνεργάτης ὀκνῶ,,93.0,πέμπω γε μέντοι σύ συνεργάτης ὀκνέω
Νεοπτόλεμος,"προδότης καλεῖσθαι: βούλομαι δ᾽, ἄναξ, καλῶς",,94.0,προδότης καλέω βούλομαι δ ἄναξ καλός
Νεοπτόλεμος,δρῶν ἐξαμαρτεῖν μᾶλλον ἢ νικᾶν κακῶς.,95.0,95.0,δράω ἐξαμαρτάνω μᾶλλον ἤ νικάω κακός
Ὀδυσσεύς,"ἐσθλοῦ πατρὸς παῖ, καὐτὸς ὢν νέος ποτὲ",,96.0,ἐσθλός πατήρ παῖς αὐτός εἰμί νέος ποτέ
Ὀδυσσεύς,"γλῶσσαν μὲν ἀργόν, χεῖρα δ᾽ εἶχον ἐργάτιν:",,97.0,γλῶσσα μέν ἀργός χείρ δ ἔχω ἐργάτις
Ὀδυσσεύς,νῦν δ᾽ εἰς ἔλεγχον ἐξιὼν ὁρῶ βροτοῖς,,98.0,νῦν δ εἰς ἔλεγχος ἔξειμι ὁράω βροτός
Ὀδυσσεύς,"τὴν γλῶσσαν, οὐχὶ τἄργα, πάνθ᾽ ἡγουμένην.",,99.0,ὁ γλῶσσα οὐ ἔργον πάνθ ἡγέομαι
Νεοπτόλεμος,τί μ᾽ οὖν ἄνωγας ἄλλο πλὴν ψευδῆ λέγειν;,100.0,100.0,τίς μ οὖν ἄνωγα ἄλλος πλήν ψευδής λέγω
Ὀδυσσεύς,λέγω σ᾽ ἐγὼ δόλῳ Φιλοκτήτην λαβεῖν.,,101.0,λέγω σ ἐγώ δόλος Φιλοκτήτης λαμβάνω
Νεοπτόλεμος,τί δ᾽ ἐν δόλῳ δεῖ μᾶλλον ἢ πείσαντ᾽ ἄγειν;,,102.0,τίς δ ἐν δόλος δεῖ μᾶλλον ἤ πείσαντ ἄγω
Ὀδυσσεύς,οὐ μὴ πίθηται:  πρὸς βίαν δ᾽ οὐκ ἂν λάβοις.,,103.0,οὐ μή πείθω  πρός βία δ οὐ ἄν λαμβάνω
Νεοπτόλεμος,οὕτως ἔχει τι δεινὸν ἰσχύος θράσος;,,104.0,οὕτως ἔχω τις δεινός ἰσχύς θράσος
Ὀδυσσεύς,ἰούς γ᾽ ἀφύκτους καὶ προπέμποντας φόνον.,105.0,105.0,ἰός γε ἄφυκτος καί προπέμπω φόνος
Νεοπτόλεμος,οὐκ ἆρ᾽ ἐκείνῳ γ᾽ οὐδὲ προσμῖξαι θρασύ;,,106.0,οὐ ἆρ ἐκεῖνος γε οὐδέ προσμείγνυμι θρασύς
Ὀδυσσεύς,"οὔ, μὴ δόλῳ λαβόντα γ᾽, ὡς ἐγὼ λέγω.",,107.0,οὐ μή δόλος λαμβάνω γε ὡς ἐγώ λέγω
Νεοπτόλεμος,οὐκ αἰσχρὸν ἡγεῖ δῆτα τὸ ψευδῆ λέγειν;,,108.0,οὐ αἰσχρός ἡγέομαι δῆτα ὁ ψευδής λέγω
Ὀδυσσεύς,"οὔκ, εἰ τὸ σωθῆναί γε τὸ ψεῦδος φέρει.",,109.0,οὐ εἰ ὁ σωθῆναί γε ὁ ψεῦδος φέρω
Νεοπτόλεμος,πῶς οὖν βλέπων τις ταῦτα τολμήσει λακεῖν;,110.0,110.0,πῶς οὖν βλέπω τις οὗτος τολμάω ληκέω
Ὀδυσσεύς,"ὅταν τι δρᾷς εἰς κέρδος, οὐκ ὀκνεῖν πρέπει.",,111.0,ὅταν τις δράω εἰς κέρδος οὐ ὀκνέω πρέπω
Νεοπτόλεμος,κέρδος δ᾽ ἐμοὶ τί τοῦτον ἐς Τροίαν μολεῖν;,,112.0,κέρδος δ ἐγώ τίς οὗτος εἰς Τροία βλώσκω
Ὀδυσσεύς,αἱρεῖ τὰ τόξα ταῦτα τὴν Τροίαν μόνα.,,113.0,αἱρέω ὁ τόξον οὗτος ὁ Τροία μόνος
Νεοπτόλεμος,"οὐκ ἆρ᾽ ὁ πέρσων, ὡς ἐφάσκετ᾽, εἴμ᾽ ἐγώ;",,114.0,οὐ ἆρ ὁ πέρθω ὡς ἐφάσκετ εἰμί ἐγώ
Ὀδυσσεύς,οὔτ᾽ ἂν σὺ κείνων χωρὶς οὔτ᾽ ἐκεῖνα σοῦ.,115.0,115.0,οὔτ ἄν σύ ἐκεῖνος χωρίς οὔτ ἐκεῖνος σύ
Νεοπτόλεμος,"θηρατέ᾽ οὖν γίγνοιτ᾽ ἄν, εἴπερ ὧδ᾽ ἔχει.",,116.0,θηρατέ οὖν γίγνοιτ ἀνά εἴπερ ὧδ ἔχω
Ὀδυσσεύς,ὡς τοῦτό γ᾽ ἔρξας δύο φέρει δωρήματα.,,117.0,ὡς οὗτος γε ἔρδω δύο φέρω δώρημα
Νεοπτόλεμος,ποίω; μαθὼν γὰρ οὐκ ἂν ἀρνοίμην τὸ δρᾶν.,,118.0,ποιέω μανθάνω γάρ οὐ ἄν ἀρνέομαι ὁ δράω
Ὀδυσσεύς,σοφός τ᾽ ἂν αὑτὸς κἀγαθὸς κεκλῇ᾽ ἅμα.,,119.0,σοφός τ ἄν αὐτός ἀγαθός κεκλῇ ἅμα
Νεοπτόλεμος,"ἴτω: ποήσω, πᾶσαν αἰσχύνην ἀφείς.",120.0,120.0,εἶμι ποιέω πᾶς αἰσχύνη ἀφίημι
Ὀδυσσεύς,ἦ μνημονεύεις οὖν ἅ σοι παρῄνεσα;,,121.0,εἰμί μνημονεύω οὖν ὅς σύ παραινέω
Νεοπτόλεμος,"σάφ᾽ ἴσθ᾽, ἐπείπερ εἰσάπαξ συνῄνεσα.",,122.0,σάφ εἰμί ἐπεί εἰσάπαξ συναινέω
Ὀδυσσεύς,"σὺ μὲν μένων νυν κεῖνον ἐνθάδ᾽ ἐκδέχου,",,123.0,σύ μέν μένω νῦν ἐκεῖνος ἐνθάδ ἐκδέχομαι
Ὀδυσσεύς,"ἐγὼ δ᾽ ἄπειμι, μὴ κατοπτευθῶ παρών,",,124.0,ἐγώ δ ἄπειμι μή κατοπτεύω πάρειμι
Ὀδυσσεύς,καὶ τὸν σκοπὸν πρὸς ναῦν ἀποστελῶ πάλιν.,125.0,125.0,καί ὁ σκοπός πρός ναῦς ἀποστέλλω πάλιν
Ὀδυσσεύς,"καὶ δεῦρ᾽, ἐάν μοι τοῦ χρόνου δοκῆτέ τι",,126.0,καί δεῦρ ἐάν ἐγώ ὁ χρόνος δοκῆτέ τις
Ὀδυσσεύς,"κατασχολάζειν, αὖθις ἐκπέμψω πάλιν",,127.0,κατασχολάζω αὖθις ἐκπέμπω πάλιν
Ὀδυσσεύς,"τοῦτον τὸν αὐτὸν ἄνδρα, ναυκλήρου τρόποις",,128.0,οὗτος ὁ αὐτός ἀνήρ ναύκληρος τρόπος
Ὀδυσσεύς,"μορφὴν δολώσας, ὡς ἂν ἀγνοία προσῇ:",,129.0,μορφή δολόω ὡς ἄν ἄγνοια πρόσειμι1
Ὀδυσσεύς,"οὗ δῆτα, τέκνον, ποικίλως αὐδωμένου",130.0,130.0,ἵημι δῆτα τέκνον ποικίλος αὐδάζομαι
Ὀδυσσεύς,δέχου τὰ συμφέροντα τῶν ἀεὶ λόγων.,,131.0,δέχομαι ὁ συμφέρω ὁ ἀεί λόγος
Ὀδυσσεύς,"ἐγὼ δὲ πρὸς ναῦν εἶμι, σοὶ παρεὶς τάδε:",,132.0,ἐγώ δέ πρός ναῦς εἶμι σύ παρίημι ὅδε
Ὀδυσσεύς,Ἑρμῆς δ᾽ ὁ πέμπων δόλιος ἡγήσαιτο νῷν,,133.0,Ἑρμῆς δ ὁ πέμπω δόλιος ἡγέομαι ἐγώ
Ὀδυσσεύς,"Νίκη τ᾽ Ἀθάνα Πολιάς, ἣ σῴζει μ᾽ ἀεί.",,134.0,Νίκη τ Ἀθήνη Πολιάς ὁ σώζω μ ἀεί
Χορός,"τί χρὴ τί χρή με, δέσποτ᾽, ἐν ξένᾳ ξένον",135.0,135.0,τίς χρή τίς χρή ἐγώ δέσποτ ἐν ξένη ξένος
Χορός,στέγειν ἢ τί λέγειν πρὸς ἄνδρ᾽ ὑπόπταν;,,136.0,στέγω ἤ τίς λέγω πρός ἄνδρ ὑποπτάω
Χορός,φράζε μοι.  τέχνα γὰρ,,137.0,φράζω ἐγώ  τέχνη γάρ
Χορός,τέχνας ἑτέρας προύχει,,138.0,τέχνη ἕτερος πρόὑσσω
Χορός,καὶ γνώμα παρ᾽ ὅτῳ τὸ θεῖον,,139.0,καί γνώμη παρ ὅστις ὁ θεῖος
Χορός,Διὸς σκῆπτρον ἀνάσσεται.,140.0,140.0,Ζεύς σκῆπτρον ἀνάζω
Χορός,"σὲ δ᾽, ὦ τέκνον, τόδ᾽ ἐλήλυθεν",,141.0,σύ δ ὦ τέκνον τόδ ἔρχομαι
Χορός,πᾶν κράτος ὠγύγιον: τό μοι ἔννεπε,,142.0,πᾶς κράτος Ὠγύγιος ὁ ἐγώ ἐνέπω
Χορός,τί σοι χρεὼν ὑπουργεῖν.,,143.0,τίς σύ χρεών ὑπουργέω
Νεοπτόλεμος,"νῦν μέν, ἴσως γὰρ τόπον ἐσχατιαῖς",,144.0,νῦν μέν ἴσως γάρ τόπος ἐσχατιά
Νεοπτόλεμος,"προσιδεῖν ἐθέλεις ὅντινα κεῖται,",145.0,145.0,προσεῖδον ἐθέλω ὅστις κεῖμαι
Νεοπτόλεμος,δέρκου θαρσῶν: ὁπόταν δὲ μόλῃ,,146.0,δέρκομαι θαρσέω ὁπόταν δέ βλώσκω
Νεοπτόλεμος,"δεινὸς ὁδίτης, τῶνδ᾽ οὑκ μελάθρων",,147.0,δεινός ὁδίτης τῶνδ ἐκ μέλαθρον
Νεοπτόλεμος,πρὸς ἐμὴν αἰεὶ χεῖρα προχωρῶν,,148.0,πρός ἐμός ἀεί χείρ προχωρέω
Νεοπτόλεμος,πειρῶ τὸ παρὸν θεραπεύειν.,,149.0,πειράω ὁ πάρειμι θεραπεύω
Χορός,"μέλον πάλαι μέλημά μοι λέγεις, ἄναξ,",150.0,150.0,μέλω πάλαι μέλημά ἐγώ λέγω ἄναξ
Χορός,φρουρεῖν ὄμμ᾽ ἐπὶ σῷ μάλιστα καιρῷ:,,151.0,φρουρέω ὄμμ ἐπί σός μάλιστα καιρός
Χορός,"νῦν δέ μοι λέγ᾽, αὐλὰς",,152.0,νῦν δέ ἐγώ λέγ αὐλὰς
Χορός,ποίας ἔνεδρος ναίει,,153.0,ποῖος ἔνεδρος ναίω
Χορός,καὶ χῶρον τίν᾽ ἔχει.  τὸ γάρ μοι,,154.0,καί χῶρος σύ ἔχω  ὁ γάρ ἐγώ
Χορός,"μαθεῖν οὐκ ἀποκαίριον,",155.0,155.0,μανθάνω οὐ ἀποκαίριος
