Name,Speech,verse_number,inferred_verse_number,lemmata
Ἱερεύς,"ἱερῆς, ἐγὼ μὲν Ζηνός, οἵδε τ᾽ ᾐθέων",,18.0,ἱερός ἐγώ μέν Ζεύς ὅδε τ ἠίθεος
Ἱερεύς,λεκτοί:  τὸ δ᾽ ἄλλο φῦλον ἐξεστεμμένον,,19.0,λεκτός  ὁ δ ἄλλος φῦλον ἐκστέφω
Ἱερεύς,ἀγοραῖσι θακεῖ πρός τε Παλλάδος διπλοῖς,20.0,20.0,ἀγορά θακέω πρός τε Παλλάς διπλόος
Ἱερεύς,"ναοῖς, ἐπ᾽ Ἰσμηνοῦ τε μαντείᾳ σποδῷ.",,21.0,ναός ἐπί Ἰσμηνός τε μαντεῖος σποδός
Ἱερεύς,"πόλις γάρ, ὥσπερ καὐτὸς εἰσορᾷς, ἄγαν",,22.0,πόλις γάρ ὥσπερ αὐτός εἰσοράω ἄγαν
Ἱερεύς,ἤδη σαλεύει κἀνακουφίσαι κάρα,,23.0,ἤδη σαλεύω ἀνακουφίζω κάρα
Ἱερεύς,"βυθῶν ἔτ᾽ οὐχ οἵα τε φοινίου σάλου,",,24.0,βυθάω ἔτ οὐ οἷος τε φοίνιος σάλος
Ἱερεύς,"φθίνουσα μὲν κάλυξιν ἐγκάρποις χθονός,",25.0,25.0,φθίω μέν κάλυξ ἔγκαρπος χθών
Ἱερεύς,φθίνουσα δ᾽ ἀγέλαις βουνόμοις τόκοισί τε,,26.0,φθίω δ ἀγέλη βούνομος τόκοισί τε
Ἱερεύς,ἀγόνοις γυναικῶν:  ἐν δ᾽ ὁ πυρφόρος θεὸς,,27.0,ἄγονος γυνή  ἐν δ ὁ πυρφόρος θεός
Ἱερεύς,"σκήψας ἐλαύνει, λοιμὸς ἔχθιστος, πόλιν,",,28.0,σκήπτω ἐλαύνω λοιμός ἔχθιστος πόλις
Ἱερεύς,"ὑφ᾽ οὗ κενοῦται δῶμα Καδμεῖον, μέλας δ᾽",,29.0,ὑπό ἵημι κενόω δῶμα Καδμεῖος μέλας δ
Ἱερεύς,Ἅιδης στεναγμοῖς καὶ γόοις πλουτίζεται.,30.0,30.0,ᾍδης στεναγμός καί γόος πλουτίζω
Ἱερεύς,θεοῖσι μέν νυν οὐκ ἰσούμενόν σ᾽ ἐγὼ,,31.0,θεός μέν νῦν οὐ ἰσόω σ ἐγώ
Ἱερεύς,"οὐδ᾽ οἵδε παῖδες ἑζόμεσθ᾽ ἐφέστιοι,",,32.0,οὐδ ὅδε παῖς ἑζόμεσθ ἐφέστιος
Ἱερεύς,ἀνδρῶν δὲ πρῶτον ἔν τε συμφοραῖς βίου,,33.0,ἀνήρ δέ πρῶτος ἐν τε συμφορά βίος
Ἱερεύς,κρίνοντες ἔν τε δαιμόνων συναλλαγαῖς:,,34.0,κρίνω ἐν τε δαίμων συναλλαγή
Ἱερεύς,ὅς γ᾽ ἐξέλυσας ἄστυ Καδμεῖον μολὼν,35.0,35.0,ὅς γε ἐκλύω ἄστυ Καδμεῖος βλώσκω
Ἱερεύς,"σκληρᾶς ἀοιδοῦ δασμὸν ὃν παρείχομεν,",,36.0,σκληρός ἀοιδός δασμός ὅς παρέχω
Ἱερεύς,καὶ ταῦθ᾽ ὑφ᾽ ἡμῶν οὐδὲν ἐξειδὼς πλέον,,37.0,καί ταῦθ ὑπό ἐγώ οὐδείς ἔξοιδα πλείων
Ἱερεύς,"οὐδ᾽ ἐκδιδαχθείς, ἀλλὰ προσθήκῃ θεοῦ",,38.0,οὐδ ἐκδιδάσκω ἀλλά προσθήκη θεός
Ἱερεύς,λέγει νομίζει θ᾽ ἡμὶν ὀρθῶσαι βίον:,,39.0,λέγω νομίζω θ ἐγώ ὀρθόω βίος
Ἱερεύς,"νῦν τ᾽, ὦ κράτιστον πᾶσιν Οἰδίπου κάρα,",40.0,40.0,νῦν τ ὦ κράτιστος πᾶς Οἰδίπους κάρα
Ἱερεύς,ἱκετεύομέν σε πάντες οἵδε πρόστροποι,,41.0,ἱκετεύομέν σύ πᾶς ὅδε πρόστροπος
Ἱερεύς,"ἀλκήν τιν᾽ εὑρεῖν ἡμίν, εἴτε του θεῶν",,42.0,ἀλκή τιν εὑρίσκω ἐγώ εἴτε τις θεός
Ἱερεύς,φήμην ἀκούσας εἴτ᾽ ἀπ᾽ ἀνδρὸς οἶσθά του:,,43.0,φήμη ἀκούω εἴτ ἀπό ἀνήρ οἶσθά τις
Ἱερεύς,ὡς τοῖσιν ἐμπείροισι καὶ τὰς ξυμφορὰς,,44.0,ὡς ὁ ἔμπειρος καί ὁ συμφορά
Ἱερεύς,ζώσας ὁρῶ μάλιστα τῶν βουλευμάτων.,45.0,45.0,ζάω ὁράω μάλιστα ὁ βούλευμα
Ἱερεύς,"ἴθ᾽, ὦ βροτῶν ἄριστ᾽, ἀνόρθωσον πόλιν,",,46.0,εἶμι ὦ βροτός ἄριστ ἀνορθόω πόλις
Ἱερεύς,"ἴθ᾽, εὐλαβήθηθ᾽: ὡς σὲ νῦν μὲν ἥδε γῆ",,47.0,εἶμι εὐλαβήθηθ ὡς σύ νῦν μέν ὅδε γῆ
Ἱερεύς,σωτῆρα κλῄζει τῆς πάρος προθυμίας:,,48.0,σωτήρ κλῄζω ὁ πάρος προθυμία
Ἱερεύς,ἀρχῆς δὲ τῆς σῆς μηδαμῶς μεμνώμεθα,,49.0,ἀρχή δέ ὁ σός μηδαμῶς μιμνήσκω
Ἱερεύς,στάντες τ᾽ ἐς ὀρθὸν καὶ πεσόντες ὕστερον.,50.0,50.0,ἵστημι τ εἰς ὀρθός καί πίπτω ὕστερος
Ἱερεύς,ἀλλ᾽ ἀσφαλείᾳ τήνδ᾽ ἀνόρθωσον πόλιν:,,51.0,ἀλλ ἀσφάλεια τήνδ ἀνορθόω πόλις
Ἱερεύς,ὄρνιθι γὰρ καὶ τὴν τότ᾽ αἰσίῳ τύχην,,52.0,ὄρνις γάρ καί ὁ τότ αἴσιος τύχη
Ἱερεύς,"παρέσχες ἡμῖν, καὶ τανῦν ἴσος γενοῦ.",,53.0,παρέχω ἐγώ καί τανῦν ἴσος γίγνομαι
Ἱερεύς,"ὡς εἴπερ ἄρξεις τῆσδε γῆς, ὥσπερ κρατεῖς,",,54.0,ὡς εἴπερ ἄρχω ὅδε γῆ ὥσπερ κρατέω
Ἱερεύς,ξὺν ἀνδράσιν κάλλιον ἢ κενῆς κρατεῖν:,55.0,55.0,σύν ἀνήρ καλός ἤ κενός κρατέω
Ἱερεύς,ὡς οὐδέν ἐστιν οὔτε πύργος οὔτε ναῦς,,56.0,ὡς οὐδείς εἰμί οὔτε πύργος οὔτε ναῦς
Ἱερεύς,ἔρημος ἀνδρῶν μὴ ξυνοικούντων ἔσω.,,57.0,ἐρῆμος ἀνήρ μή συνοικέω ἔσω
Οἰδίπους,"ὦ παῖδες οἰκτροί, γνωτὰ κοὐκ ἄγνωτά μοι",,58.0,ὦ παῖς οἰκτρός γνωτός οὐ ἄγνωστος ἐγώ
Οἰδίπους,προσήλθεθ᾽ ἱμείροντες:  εὖ γὰρ οἶδ᾽ ὅτι,,59.0,προσήλθεθ ἱμείρω  εὖ γάρ οἶδ ὅτι
Οἰδίπους,"νοσεῖτε πάντες, καὶ νοσοῦντες, ὡς ἐγὼ",60.0,60.0,νοσέω πᾶς καί νοσέω ὡς ἐγώ
Οἰδίπους,οὐκ ἔστιν ὑμῶν ὅστις ἐξ ἴσου νοσεῖ.,,61.0,οὐ εἰμί σύ ὅστις ἐκ ἴσος νοσέω
Οἰδίπους,τὸ μὲν γὰρ ὑμῶν ἄλγος εἰς ἕν᾽ ἔρχεται,,62.0,ὁ μέν γάρ σύ ἄλγος εἰς ἵημι ἔρχομαι
Οἰδίπους,"μόνον καθ᾽ αὑτὸν κοὐδέν᾽ ἄλλον, ἡ δ᾽ ἐμὴ",,63.0,μόνος κατά ἑαυτοῦ οὐδείς ἄλλος ὁ δ ἐμός
Οἰδίπους,ψυχὴ πόλιν τε κἀμὲ καὶ σ᾽ ὁμοῦ στένει.,,64.0,ψυχή πόλις τε ἐγώ καί σ ὁμοῦ στένω
Οἰδίπους,"ὥστ᾽ οὐχ ὕπνῳ γ᾽ εὕδοντά μ᾽ ἐξεγείρετε,",65.0,65.0,ὥστ οὐ ὕπνος γε εὕδω μ ἐξεγείρω
Οἰδίπους,"ἀλλ᾽ ἴστε πολλὰ μέν με δακρύσαντα δή,",,66.0,ἀλλ οἶδα πολύς μέν ἐγώ δακρύω δή
Οἰδίπους,πολλὰς δ᾽ ὁδοὺς ἐλθόντα φροντίδος πλάνοις:,,67.0,πολύς δ ὁδός ἔρχομαι φροντίς πλάνος
Οἰδίπους,"ἣν δ᾽ εὖ σκοπῶν ηὕρισκον ἴασιν μόνην,",,68.0,ὅς δ εὖ σκοπέω εὑρίσκω εἶμι μόνος
Οἰδίπους,ταύτην ἔπραξα:  παῖδα γὰρ Μενοικέως,,69.0,οὗτος πράσσω  παῖς γάρ Μενοικεύς
Οἰδίπους,"Κρέοντ᾽, ἐμαυτοῦ γαμβρόν, ἐς τὰ Πυθικὰ",70.0,70.0,Κρέοντ ἐμαυτοῦ γαμβρός εἰς ὁ Πυθικός
Οἰδίπους,"ἔπεμψα Φοίβου δώμαθ᾽, ὡς πύθοιθ᾽ ὅ τι",,71.0,πέμπω Φοῖβος δώμαθ ὡς πύθοιθ ὁ τις
Οἰδίπους,δρῶν ἢ τί φωνῶν τήνδε ῥυσαίμην πόλιν.,,72.0,δράω ἤ τίς φωνέω ὅδε ῥύομαι πόλις
Οἰδίπους,καί μ᾽ ἦμαρ ἤδη ξυμμετρούμενον χρόνῳ,,73.0,καί μ ἦμαρ ἤδη συμμετρέω χρόνος
Οἰδίπους,λυπεῖ τί πράσσει:  τοῦ γὰρ εἰκότος πέρα,,74.0,λυπέω τίς πράσσω  ὁ γάρ ἔοικα πέρα
Οἰδίπους,ἄπεστι πλείω τοῦ καθήκοντος χρόνου.,75.0,75.0,ἄπειμι πλείων ὁ καθήκω χρόνος
Οἰδίπους,"ὅταν δ᾽ ἵκηται, τηνικαῦτ᾽ ἐγὼ κακὸς",,76.0,ὅταν δ ἱκνέομαι τηνικαῦτ ἐγώ κακός
Οἰδίπους,μὴ δρῶν ἂν εἴην πάνθ᾽ ὅσ᾽ ἂν δηλοῖ θεός.,,77.0,μή δράω ἄν εἰμί πάνθ ὅσ ἄν δηλόω θεός
Ἱερεύς,ἀλλ᾽ εἰς καλὸν σύ τ᾽ εἶπας οἵδε τ᾽ ἀρτίως,,78.0,ἀλλ εἰς καλός σύ τ εἶπον ὅδε τ ἄρτιος
Ἱερεύς,Κρέοντα προσστείχοντα σημαίνουσί μοι.,,79.0,Κρέων προσστείχω σημαίνω ἐγώ
Οἰδίπους,"ὦναξ Ἄπολλον, εἰ γὰρ ἐν τύχῃ γέ τῳ",80.0,80.0,ἄναξ Ἀπόλλων εἰ γάρ ἐν τύχη γε τις
Οἰδίπους,σωτῆρι βαίη λαμπρὸς ὥσπερ ὄμματι,,81.0,σωτήρ βαίνω λαμπρός ὥσπερ ὄμμα
Ἱερεύς,"ἀλλ᾽ εἰκάσαι μέν, ἡδύς:  οὐ γὰρ ἂν κάρα",,82.0,ἀλλ εἰκάζω μέν ἡδύς  οὐ γάρ ἄν κάρα
Ἱερεύς,πολυστεφὴς ὧδ᾽ εἷρπε παγκάρπου δάφνης.,,83.0,πολυστεφής ὧδ ἕρπω πάγκαρπος δάφνη
Οἰδίπους,τάχ᾽ εἰσόμεσθα:  ξύμμετρος γὰρ ὡς κλύειν.,,84.0,τάχ οἶδα  σύμμετρος γάρ ὡς κλύω
Οἰδίπους,"ἄναξ, ἐμὸν κήδευμα, παῖ Μενοικέως,",85.0,85.0,ἄναξ ἐμός κήδευμα παῖς Μενοικεύς
Οἰδίπους,τίν᾽ ἡμὶν ἥκεις τοῦ θεοῦ φήμην φέρων;,,86.0,σύ ἐγώ ἥκω ὁ θεός φήμη φέρω
Κρέων,"ἐσθλήν:  λέγω γὰρ καὶ τὰ δύσφορ᾽, εἰ τύχοι",,87.0,ἐσθλός  λέγω γάρ καί ὁ δύσφορ εἰ τυγχάνω
Κρέων,"κατ᾽ ὀρθὸν ἐξελθόντα, πάντ᾽ ἂν εὐτυχεῖν.",,88.0,κατά ὀρθός ἐξέρχομαι πάντ ἄν εὐτυχέω
Οἰδίπους,ἔστιν δὲ ποῖον τοὔπος; οὔτε γὰρ θρασὺς,,89.0,εἰμί δέ ποῖος ἔπος οὔτε γάρ θρασύς
Οἰδίπους,οὔτ᾽ οὖν προδείσας εἰμὶ τῷ γε νῦν λόγῳ.,90.0,90.0,οὔτ οὖν προδείδω εἰμί ὁ γε νῦν λόγος
Κρέων,"εἰ τῶνδε χρῄζεις πλησιαζόντων κλύειν,",,91.0,εἰ ὅδε χρῄζω πλησιάζω κλύω
Κρέων,"ἕτοιμος εἰπεῖν, εἴτε καὶ στείχειν ἔσω.",,92.0,ἑτοῖμος εἶπον εἴτε καί στείχω ἔσω
Οἰδίπους,ἐς πάντας αὔδα:  τῶνδε γὰρ πλέον φέρω,,93.0,εἰς πᾶς αὐδάω  ὅδε γάρ πλείων φέρω
Οἰδίπους,τὸ πένθος ἢ καὶ τῆς ἐμῆς ψυχῆς πέρι.,,94.0,ὁ πένθος ἤ καί ὁ ἐμός ψυχή περί
Κρέων,λέγοιμ᾽ ἂν οἷ᾽ ἤκουσα τοῦ θεοῦ πάρα.,95.0,95.0,λέγοιμ ἄν ἕ ἀκούω ὁ θεός παρά
Κρέων,ἄνωγεν ἡμᾶς Φοῖβος ἐμφανῶς ἄναξ,,96.0,ἄνωγα ἐγώ Φοῖβος ἐμφανής ἄναξ
Κρέων,"μίασμα χώρας, ὡς τεθραμμένον χθονὶ",,97.0,μίασμα χώρα ὡς τρέφω χθών
Κρέων,"ἐν τῇδ᾽, ἐλαύνειν μηδ᾽ ἀνήκεστον τρέφειν.",,98.0,ἐν τῇδ ἐλαύνω μηδ ἀνήκεστος τρέφω
Οἰδίπους,ποίῳ καθαρμῷ; τίς ὁ τρόπος τῆς ξυμφορᾶς;,,99.0,ποῖος καθαρμός τις ὁ τρόπος ὁ συμφορά
Κρέων,ἀνδρηλατοῦντας ἢ φόνῳ φόνον πάλιν,100.0,100.0,ἀνδρηλατέω ἤ φόνος φόνος πάλιν
Κρέων,"λύοντας, ὡς τόδ᾽ αἷμα χειμάζον πόλιν.",,101.0,λύω ὡς τόδ αἷμα χειμάζω πόλις
Οἰδίπους,ποίου γὰρ ἀνδρὸς τήνδε μηνύει τύχην;,,102.0,ποῖος γάρ ἀνήρ ὅδε μηνύω τύχη
Κρέων,"ἦν ἡμίν, ὦναξ, Λάϊός ποθ᾽ ἡγεμὼν",,103.0,εἰμί ἐγώ ἄναξ Λάιος ποθ ἡγεμών
Κρέων,"γῆς τῆσδε, πρὶν σὲ τήνδ᾽ ἀπευθύνειν πόλιν.",,104.0,γῆ ὅδε πρίν σύ τήνδ ἀπευθύνω πόλις
Οἰδίπους,ἔξοιδ᾽ ἀκούων:  οὐ γὰρ εἰσεῖδόν γέ πω.,105.0,105.0,ἔξοιδ ἀκούω  οὐ γάρ εἰσοράω γε πω
Κρέων,τούτου θανόντος νῦν ἐπιστέλλει σαφῶς,,106.0,οὗτος θνήσκω νῦν ἐπιστέλλω σαφής
Κρέων,τοὺς αὐτοέντας χειρὶ τιμωρεῖν τινας.,,107.0,ὁ αὐτοέντης χείρ τιμωρέω τις
Οἰδίπους,οἳ δ᾽ εἰσὶ ποῦ γῆς; ποῦ τόδ᾽ εὑρεθήσεται,,108.0,ὁ δ εἰμί ποῦ γῆ ποῦ τόδ εὑρίσκω
Οἰδίπους,ἴχνος παλαιᾶς δυστέκμαρτον αἰτίας;,,109.0,ἴχνος παλαιός δυστέκμαρτος αἰτία
Κρέων,ἐν τῇδ᾽ ἔφασκε γῇ:  τὸ δὲ ζητούμενον,110.0,110.0,ἐν τῇδ φάσκω γῆ  ὁ δέ ζητέω
Κρέων,"ἁλωτόν, ἐκφεύγειν δὲ τἀμελούμενον.",,111.0,ἁλωτός ἐκφεύγω δέ ἀμελέω
Οἰδίπους,πότερα δ᾽ ἐν οἴκοις ἢ 'ν ἀγροῖς ὁ Λάϊος,,112.0,πότερος δ ἐν οἶκος ἤ ἐν ἀγρός ὁ Λάιος
Οἰδίπους,ἢ γῆς ἐπ᾽ ἄλλης τῷδε συμπίπτει φόνῳ;,,113.0,ἤ γῆ ἐπί ἄλλος ὅδε συμπίτνω φόνος
Κρέων,"θεωρός, ὡς ἔφασκεν, ἐκδημῶν, πάλιν",,114.0,θεωρός ὡς φάσκω ἐκδημέω πάλιν
Κρέων,"πρὸς οἶκον οὐκέθ᾽ ἵκεθ᾽, ὡς ἀπεστάλη.",115.0,115.0,πρός οἶκος οὐκέθ ἵκεθ ὡς ἀποστέλλω
Οἰδίπους,οὐδ᾽ ἄγγελός τις οὐδὲ συμπράκτωρ ὁδοῦ,,116.0,οὐδ ἄγγελος τις οὐδέ συμπράκτωρ ὁδός
Οἰδίπους,"κατεῖδ᾽, ὅτου τις ἐκμαθὼν ἐχρήσατ᾽ ἄν;",,117.0,κατεῖδ ὅστις τις ἐκμανθάνω ἐχρήσατ ἀνά
Κρέων,"θνῄσκουσι γάρ, πλὴν εἷς τις, ὃς φόβῳ, φυγὼν",,118.0,θνήσκω γάρ πλήν εἷς τις ὅς φόβος φεύγω
Κρέων,ὧν εἶδε πλὴν ἓν οὐδὲν εἶχ᾽ εἰδὼς φράσαι.,,119.0,ὅς εἶδον πλήν εἷς οὐδείς εἶχ οἶδα φράζω
Οἰδίπους,"τὸ ποῖον;  ἓν γὰρ πόλλ᾽ ἂν ἐξεύροι μαθεῖν,",120.0,120.0,ὁ ποῖος  εἷς γάρ πόλλ ἄν ἐξευρίσκω μανθάνω
Οἰδίπους,ἀρχὴν βραχεῖαν εἰ λάβοιμεν ἐλπίδος.,,121.0,ἀρχή βραχύς εἰ λαμβάνω ἐλπίς
Κρέων,λῃστὰς ἔφασκε συντυχόντας οὐ μιᾷ,,122.0,λῃστής φάσκω συντυγχάνω οὐ εἷς
Κρέων,"ῥώμῃ κτανεῖν νιν, ἀλλὰ σὺν πλήθει χερῶν.",,123.0,ῥώμη κτείνω νιν ἀλλά σύν πλῆθος χείρ
Οἰδίπους,"πῶς οὖν ὁ λῃστής, εἴ τι μὴ ξὺν ἀργύρῳ",,124.0,πῶς οὖν ὁ λῃστής εἰ τις μή σύν ἄργυρος
Οἰδίπους,"ἐπράσσετ᾽ ἐνθένδ᾽, ἐς τόδ᾽ ἂν τόλμης ἔβη;",125.0,125.0,ἐπράσσετ ἐνθένδ εἰς τόδ ἄν τόλμα βαίνω
Κρέων,δοκοῦντα ταῦτ᾽ ἦν: Λαΐου δ᾽ ὀλωλότος,,126.0,δοκέω ταῦτ εἰμί Λάιος δ ὄλλυμι
Κρέων,οὐδεὶς ἀρωγὸς ἐν κακοῖς ἐγίγνετο.,,127.0,οὐδείς ἀρωγός ἐν κακός γίγνομαι
Οἰδίπους,"κακὸν δὲ ποῖον ἐμποδών, τυραννίδος",,128.0,κακός δέ ποῖος ἐμποδών τυραννίς
Οἰδίπους,"οὕτω πεσούσης,   εἶργε τοῦτ᾽ ἐξειδέναι;",,129.0,οὕτως πίπτω   ἔργω τοῦτ ἔξοιδα
Κρέων,ἡ ποικιλῳδὸς Σφὶγξ τὸ πρὸς ποσὶν σκοπεῖν,130.0,130.0,ὁ ποικιλῳδός Σφίγξ ὁ πρός πούς σκοπέω
Κρέων,μεθέντας ἡμᾶς τἀφανῆ προσήγετο.,,131.0,μεθίημι ἐγώ ἀφανής προσάγω
Οἰδίπους,ἀλλ᾽ ἐξ ὑπαρχῆς αὖθις αὔτ᾽ ἐγὼ φανῶ:,,132.0,ἀλλ ἐκ ὑπαρχή αὖθις αὔτ ἐγώ φαίνω
Οἰδίπους,"ἐπαξίως γὰρ Φοῖβος, ἀξίως δὲ σὺ",,133.0,ἐπάξιος γάρ Φοῖβος ἄξιος δέ σύ
Οἰδίπους,πρὸ τοῦ θανόντος τήνδ᾽ ἔθεσθ᾽ ἐπιστροφήν:,,134.0,πρό ὁ θνήσκω τήνδ ἔθεσθ ἐπιστροφή
Οἰδίπους,ὥστ᾽ ἐνδίκως ὄψεσθε κἀμὲ σύμμαχον,135.0,135.0,ὥστ ἔνδικος ὁράω ἐγώ σύμμαχος
Οἰδίπους,γῇ τῇδε τιμωροῦντα τῷ θεῷ θ᾽ ἅμα.,,136.0,γῆ ὅδε τιμωρέω ὁ θεός θ ἅμα
Οἰδίπους,"ὑπὲρ γὰρ οὐχὶ τῶν ἀπωτέρω φίλων,",,137.0,ὑπέρ γάρ οὐ ὁ ἀπώτερος φίλος
Οἰδίπους,ἀλλ᾽ αὐτὸς αὑτοῦ τοῦτ᾽ ἀποσκεδῶ μύσος.,,138.0,ἀλλ αὐτός ἑαυτοῦ τοῦτ ἀποσκεδάννυμι μύσος
Οἰδίπους,"ὅστις γὰρ ἦν ἐκεῖνον ὁ κτανών, τάχ᾽ ἂν",,139.0,ὅστις γάρ εἰμί ἐκεῖνος ὁ κτείνω τάχ ἄν
Οἰδίπους,κἄμ᾽ ἂν τοιαύτῃ χειρὶ τιμωροῦνθ᾽ ἕλοι.,140.0,140.0,κἄμ ἄν τοιοῦτος χείρ τιμωροῦνθ αἱρέω
Οἰδίπους,κείνῳ προσαρκῶν οὖν ἐμαυτὸν ὠφελῶ.,,141.0,ἐκεῖνος προσαρκέω οὖν ἐμαυτοῦ ὠφελέω
Οἰδίπους,"ἀλλ᾽ ὡς τάχιστα, παῖδες, ὑμεῖς μὲν βάθρων",,142.0,ἀλλ ὡς ταχύς παῖς σύ μέν βάθρον
Οἰδίπους,"ἵστασθε, τούσδ᾽ ἄραντες ἱκτῆρας κλάδους,",,143.0,ἵστημι τούσδ αἴρω ἱκτήρ κλάδος
Οἰδίπους,"ἄλλος δὲ Κάδμου λαὸν ὧδ᾽ ἀθροιζέτω,",,144.0,ἄλλος δέ Κάδμος λαός ὧδ ἀθροίζω
Οἰδίπους,ὡς πᾶν ἐμοῦ δράσοντος:  ἢ γὰρ εὐτυχεῖς,145.0,145.0,ὡς πᾶς ἐγώ δράω  ἤ γάρ εὐτυχής
Οἰδίπους,σὺν τῷ θεῷ φανούμεθ᾽ ἢ πεπτωκότες.,,146.0,σύν ὁ θεός φανούμεθ ἤ πίπτω
Ἱερεύς,"ὦ παῖδες, ἱστώμεσθα:  τῶνδε γὰρ χάριν",,147.0,ὦ παῖς ἵστημι  ὅδε γάρ χάρις
Ἱερεύς,καὶ δεῦρ᾽ ἔβημεν ὧν ὅδ᾽ ἐξαγγέλλεται.,,148.0,καί δεῦρ βαίνω ὅς ὅδ ἐξαγγέλλω
Ἱερεύς,Φοῖβος δ᾽ ὁ πέμψας τάσδε μαντείας ἅμα,,149.0,Φοῖβος δ ὁ πέμπω ὅδε μαντεία ἅμα
Ἱερεύς,σωτήρ δ᾽ ἵκοιτο καὶ νόσου παυστήριος.,150.0,150.0,σωτήρ δ ἱκνέομαι καί νόσος παυστήριος
Χορός,"ὦ Διὸς ἁδυεπὲς φάτι, τίς ποτε τᾶς πολυχρύσου",,151.0,ὦ Ζεύς ἁδυεπής φάτις τις ποτέ ὁ πολύχρυσος
Χορός,Πυθῶνος ἀγλαὰς ἔβας,,152.0,Πυθών ἀγλαός βαίνω
Χορός,"Θήβας; ἐκτέταμαι φοβερὰν φρένα, δείματι πάλλων,",,153.0,Θῆβαι ἐκτείνω φοβερός φρήν δεῖμα πάλλω
Χορός,"ἰήιε Δάλιε Παιάν,",,154.0,ἰήιος Δάλιε Παιάν
Χορός,ἀμφὶ σοὶ ἁζόμενος τί μοι ἢ νέον,155.0,155.0,ἀμφί σύ ἅζομαι τίς ἐγώ ἤ νέος
Χορός,ἢ περιτελλομέναις ὥραις πάλιν ἐξανύσεις χρέος.,,156.0,ἤ περιτέλλομαι ὥρα πάλιν ἐξανύω χρέος
Χορός,"εἰπέ μοι, ὦ χρυσέας τέκνον Ἐλπίδος, ἄμβροτε Φάμα.",,157.0,εἶπον ἐγώ ὦ χρύσεος τέκνον ἐλπίς ἄμβροτος φήμη
Χορός,"πρῶτα σὲ κεκλόμενος, θύγατερ Διός, ἄμβροτ᾽ Ἀθάνα",160.0,160.0,πρῶτος σύ κέλομαι θυγάτηρ Ζεύς ἄμβροτ Ἀθήνη
Χορός,γαιάοχόν τ᾽ ἀδελφεὰν,,161.0,γαιάοχόν τ ἀδελφεὰν
Χορός,"Ἄρτεμιν, ἃ κυκλόεντ᾽ ἀγορᾶς θρόνον εὐκλέα",,162.0,Ἄρτεμις ὅς κυκλόεντ ἀγορά θρόνος εὐκλεής
Χορός,"θάσσει,",,163.0,θάζω
