Name,Speech,verse_number,inferred_verse_number,lemmata
Ἰσμήνη,"ἐμοὶ μὲν οὐδεὶς μῦθος, Ἀντιγόνη φίλων",,11.0,ἐγώ μέν οὐδείς μῦθος Ἀντιγόνη φίλος
Ἰσμήνη,οὔθ᾽ ἡδὺς οὔτ᾽ ἀλγεινὸς ἵκετ᾽ ἐξ ὅτου,,12.0,οὔθ ἡδύς οὔτ ἀλγεινός ἵκετ ἐκ ὅστις
Ἰσμήνη,"δυοῖν ἀδελφοῖν ἐστερήθημεν δύο,",,13.0,δύο ἀδελφός στερέω δύο
Ἰσμήνη,μιᾷ θανόντοιν ἡμέρᾳ διπλῇ χερί:,,14.0,εἷς θνήσκω ἡμέρα διπλός χείρ
Ἰσμήνη,ἐπεὶ δὲ φροῦδός ἐστιν Ἀργείων στρατὸς,15.0,15.0,ἐπεί δέ φροῦδος εἰμί Ἀργεῖος στρατός
Ἰσμήνη,"ἐν νυκτὶ τῇ νῦν, οὐδὲν οἶδ᾽ ὑπέρτερον,",,16.0,ἐν νύξ ὁ νῦν οὐδείς οἶδ ὑπέρ
Ἰσμήνη,οὔτ᾽ εὐτυχοῦσα μᾶλλον οὔτ᾽ ἀτωμένη.,,17.0,οὔτ εὐτυχέω μᾶλλον οὔτ ἀτάομαι
Ἀντιγόνη,"ᾔδη καλῶς, καί σ᾽ ἐκτὸς αὐλείων πυλῶν",,18.0,οἶδα καλός καί σ ἐκτός αὔλειος πύλη
Ἀντιγόνη,"τοῦδ᾽ οὕνεκ᾽ ἐξέπεμπον, ὡς μόνη κλύοις.",,19.0,τοῦδ οὕνεκα ἐκπέμπω ὡς μόνος κλύω
Ἰσμήνη,τί δ᾽ ἔστι;  δηλοῖς γάρ τι καλχαίνουσ᾽ ἔπος.,20.0,20.0,τίς δ εἰμί  δηλόω γάρ τις καλχαίνουσ ἔπος
Ἀντιγόνη,οὐ γὰρ τάφου νῷν τὼ κασιγνήτω Κρέων,,21.0,οὐ γάρ τάφος ἐγώ ὁ κασίγνητος Κρέων
Ἀντιγόνη,"τὸν μὲν προτίσας, τὸν δ᾽ ἀτιμάσας ἔχει;",,22.0,ὁ μέν πρόσοιδα ὁ δ ἀτιμάω ἔχω
Ἀντιγόνη,"Ἐτεοκλέα μέν, ὡς λέγουσι, σὺν δίκης",,23.0,Ἐτεοκλῆς μέν ὡς λέγω σύν δίκη
Ἀντιγόνη,χρήσει δικαίᾳ καὶ νόμου κατὰ χθονὸς,,24.0,χρῆσις δίκαιος καί νόμος κατά χθών
Ἀντιγόνη,ἔκρυψε τοῖς ἔνερθεν ἔντιμον νεκροῖς:,25.0,25.0,κρύπτω ὁ ἔνερθε ἔντιμος νεκρός
Ἀντιγόνη,τὸν δ᾽ ἀθλίως θανόντα Πολυνείκους νέκυν,,26.0,ὁ δ ἄθλιος θνήσκω Πολυνείκης νέκυς
Ἀντιγόνη,ἀστοῖσί φασιν ἐκκεκηρῦχθαι τὸ μὴ,,27.0,ἀστός φημί ἐκκηρύσσω ὁ μή
Ἀντιγόνη,"τάφῳ καλύψαι μηδὲ κωκῦσαί τινα,",,28.0,τάφος καλύπτω μηδέ κωκύω τις
Ἀντιγόνη,"ἐᾶν δ᾽ ἄκλαυτον, ἄταφον, οἰωνοῖς γλυκὺν",,29.0,ἐάω δ ἄκλαυστος ἄταφος οἰωνός γλυκύς
Ἀντιγόνη,θησαυρὸν εἰσορῶσι πρὸς χάριν βορᾶς.,30.0,30.0,θησαυρός εἰσοράω πρός χάρις βορά
Ἀντιγόνη,τοιαῦτά φασι τὸν ἀγαθὸν Κρέοντα σοὶ,,31.0,τοιοῦτος φημί ὁ ἀγαθός Κρέων σύ
Ἀντιγόνη,"κἀμοί, λέγω γὰρ κἀμέ, κηρύξαντ᾽ ἔχειν,",,32.0,ἐγώ λέγω γάρ ἐγώ κηρύξαντ ἔχω
Ἀντιγόνη,καὶ δεῦρο νεῖσθαι ταῦτα τοῖσι μὴ εἰδόσιν,,33.0,καί δεῦρο νέομαι οὗτος ὁ μή οἶδα
Ἀντιγόνη,"σαφῆ προκηρύξοντα, καὶ τὸ πρᾶγμ᾽ ἄγειν",,34.0,σαφής προκηρύσσω καί ὁ πρᾶγμ ἄγω
Ἀντιγόνη,"οὐχ ὡς παρ᾽ οὐδέν, ἀλλ᾽ ὃς ἂν τούτων τι δρᾷ,",35.0,35.0,οὐ ὡς παρ οὐδείς ἀλλ ὅς ἄν οὗτος τις δράω
Ἀντιγόνη,φόνον προκεῖσθαι δημόλευστον ἐν πόλει.,,36.0,φόνος πρόκειμαι δημόλευστος ἐν πόλις
Ἀντιγόνη,"οὕτως ἔχει σοι ταῦτα, καὶ δείξεις τάχα",,37.0,οὕτως ἔχω σύ οὗτος καί δείκνυμι τάχα
Ἀντιγόνη,εἴτ᾽ εὐγενὴς πέφυκας εἴτ᾽ ἐσθλῶν κακή.,,38.0,εἴτ εὐγενής φύω εἴτ ἐσθλός κακός
Ἰσμήνη,"τί δ᾽, ὦ ταλαῖφρον, εἰ τάδ᾽ ἐν τούτοις, ἐγὼ",,39.0,τίς δ ὦ ταλαίφρων εἰ τάδ ἐν οὗτος ἐγώ
Ἰσμήνη,λύουσ᾽ ἂν ἢ 'φάπτουσα προσθείμην πλέον;,40.0,40.0,λύουσ ἄν ἤ ἐφάπτω προστίθημι πλείων
Ἀντιγόνη,εἰ ξυμπονήσεις καὶ ξυνεργάσει σκόπει.,,41.0,εἰ συμπονέω καί συνεργάζομαι σκοπέω
Ἰσμήνη,ποῖόν τι κινδύνευμα; ποῦ γνώμης ποτ᾽ εἰ;,,42.0,ποῖος τις κινδύνευμα ποῦ γνώμη ποτ εἰ
Ἀντιγόνη,εἰ τὸν νεκρὸν ξὺν τῇδε κουφιεῖς χερί.,,43.0,εἰ ὁ νεκρός σύν ὅδε κουφίζω χείρ
Ἰσμήνη,"ἢ γὰρ νοεῖς θάπτειν σφ᾽, ἀπόρρητον πόλει;",,44.0,ἤ γάρ νοέω θάπτω σφ ἀπόρρητος πόλις
Ἀντιγόνη,τὸν γοῦν ἐμὸν καὶ τὸν σόν ἢν σὺ μὴ θέλῃς,45.0,45.0,ὁ γοῦν ἐμός καί ὁ σός ἐάν σύ μή ἐθέλω
Ἀντιγόνη,ἀδελφόν:  οὐ γὰρ δὴ προδοῦσ᾽ ἁλώσομαι.,,46.0,ἀδελφός  οὐ γάρ δή προδοῦσ ἁλίσκομαι
Ἰσμήνη,"ὦ σχετλία, Κρέοντος ἀντειρηκότος;",,47.0,ὦ σχέτλιος Κρέων ἀντερῶ
Ἀντιγόνη,ἀλλ᾽ οὐδὲν αὐτῷ τῶν ἐμῶν μ᾽ εἴργειν μέτα.,,48.0,ἀλλ οὐδείς αὐτός ὁ ἐμός μ ἔργω μετά
Ἰσμήνη,"οἴμοι.  φρόνησον, ὦ κασιγνήτη, πατὴρ",,49.0,οἴμοι  φρονέω ὦ κασιγνήτη πατήρ
Ἰσμήνη,"ὡς νῷν ἀπεχθὴς δυσκλεής τ᾽ ἀπώλετο,",50.0,50.0,ὡς ἐγώ ἀπεχθής δυσκλεής τ ἀπόλλυμι
Ἰσμήνη,πρὸς αὐτοφώρων ἀμπλακημάτων διπλᾶς,,51.0,πρός αὐτόφωρος ἀμπλάκημα διπλόος
Ἰσμήνη,ὄψεις ἀράξας αὐτὸς αὐτουργῷ χερί.,,52.0,ὄψις ἀράσσω αὐτός αὐτουργός χείρ
Ἰσμήνη,"ἔπειτα μήτηρ καὶ γυνή, διπλοῦν ἔπος,",,53.0,ἔπειτα μήτηρ καί γυνή διπλόος ἔπος
Ἰσμήνη,πλεκταῖσιν ἀρτάναισι λωβᾶται βίον:,,54.0,πλεκτός ἀρτάνη λωβάομαι βίος
Ἰσμήνη,τρίτον δ᾽ ἀδελφὼ δύο μίαν καθ᾽ ἡμέραν,55.0,55.0,τρίτος δ ἀδελφός δύο εἷς κατά ἡμέρα
Ἰσμήνη,αὐτοκτονοῦντε τὼ ταλαιπώρω μόρον,,56.0,αὐτοκτονέω ὁ ταλαίπωρος μόρος
Ἰσμήνη,κοινὸν κατειργάσαντ᾽ ἐπαλλήλοιν χεροῖν.,,57.0,κοινός κατειργάσαντ ἐπάλληλος χείρ
Ἰσμήνη,νῦν δ᾽ αὖ μόνα δὴ νὼ λελειμμένα σκόπει,,58.0,νῦν δ αὖ μόνος δή ἐγώ λείπω σκοπέω
Ἰσμήνη,"ὅσῳ κάκιστ᾽ ὀλούμεθ᾽, εἰ νόμου βίᾳ",,59.0,ὅσος κάκιστ ὀλούμεθ εἰ νόμος βία
Ἰσμήνη,ψῆφον τυράννων ἢ κράτη παρέξιμεν.,60.0,60.0,ψῆφος τύραννος ἤ κράτος παρέξειμι
Ἰσμήνη,ἀλλ᾽ ἐννοεῖν χρὴ τοῦτο μὲν γυναῖχ᾽ ὅτι,,61.0,ἀλλ ἐννοέω χρή οὗτος μέν γυναῖχ ὅτι
Ἰσμήνη,"ἔφυμεν, ὡς πρὸς ἄνδρας οὐ μαχουμένα.",,62.0,φύω ὡς πρός ἀνήρ οὐ μάχομαι
Ἰσμήνη,"ἔπειτα δ᾽ οὕνεκ᾽ ἀρχόμεσθ᾽ ἐκ κρεισσόνων,",,63.0,ἔπειτα δ οὕνεκα ἀρχόμεσθ ἐκ κρείσσων
Ἰσμήνη,καὶ ταῦτ᾽ ἀκούειν κἄτι τῶνδ᾽ ἀλγίονα.,,64.0,καί ταῦτ ἀκούω ἔτι τῶνδ ἀλγίων
Ἰσμήνη,ἐγὼ μὲν οὖν αἰτοῦσα τοὺς ὑπὸ χθονὸς,65.0,65.0,ἐγώ μέν οὖν αἰτέω ὁ ὑπό χθών
Ἰσμήνη,"ξύγγνοιαν ἴσχειν, ὡς βιάζομαι τάδε,",,66.0,σύγγνοια ἴσχω ὡς βιάζω ὅδε
Ἰσμήνη,τοῖς ἐν τέλει βεβῶσι πείσομαι:  τὸ γὰρ,,67.0,ὁ ἐν τέλος βαίνω πείθω  ὁ γάρ
Ἰσμήνη,περισσὰ πράσσειν οὐκ ἔχει νοῦν οὐδένα.,,68.0,περισσός πράσσω οὐ ἔχω νόος οὐδείς
Ἀντιγόνη,"οὔτ᾽ ἂν κελεύσαιμ᾽ οὔτ᾽ ἄν, εἰ θέλοις ἔτι",,69.0,οὔτ ἄν κελεύσαιμ οὔτ ἀνά εἰ ἐθέλω ἔτι
Ἀντιγόνη,"πράσσειν, ἐμοῦ γ᾽ ἂν ἡδέως δρῴης μέτα.",70.0,70.0,πράσσω ἐγώ γε ἄν ἡδέως δράω μετά
Ἀντιγόνη,"ἀλλ᾽ ἴσθ᾽ ὁποῖά σοι δοκεῖ, κεῖνον δ᾽ ἐγὼ",,71.0,ἀλλ εἰμί ὁποῖος σύ δοκέω ἐκεῖνος δ ἐγώ
Ἀντιγόνη,θάψω: καλόν μοι τοῦτο ποιούσῃ θανεῖν.,,72.0,θάπτω καλός ἐγώ οὗτος ποιόω θνήσκω
Ἀντιγόνη,"φίλη μετ᾽ αὐτοῦ κείσομαι, φίλου μέτα,",,73.0,φίλος μετά αὐτός κεῖμαι φίλος μετά
Ἀντιγόνη,ὅσια πανουργήσασ᾽.  ἐπεὶ πλείων χρόνος,,74.0,ὅσιος πανουργήσασ  ἐπεί πλείων χρόνος
Ἀντιγόνη,ὃν δεῖ μ᾽ ἀρέσκειν τοῖς κάτω τῶν ἐνθάδε.,75.0,75.0,ὅς δεῖ μ ἀρέσκω ὁ κάτω ὁ ἐνθάδε
Ἀντιγόνη,"ἐκεῖ γὰρ αἰεὶ κείσομαι:  σοὶ δ᾽, εἰ δοκεῖ,",,76.0,ἐκεῖ γάρ ἀεί κεῖμαι  σύ δ εἰ δοκέω
Ἀντιγόνη,τὰ τῶν θεῶν ἔντιμ᾽ ἀτιμάσασ᾽ ἔχε.,,77.0,ὁ ὁ θεός ἔντιμ ἀτιμάσασ ἔχω
Ἰσμήνη,"ἐγὼ μὲν οὐκ ἄτιμα ποιοῦμαι, τὸ δὲ",,78.0,ἐγώ μέν οὐ ἄτιμος ποιέω ὁ δέ
Ἰσμήνη,βίᾳ πολιτῶν δρᾶν ἔφυν ἀμήχανος.,,79.0,βία πολίτης δράω φύω ἀμήχανος
Ἀντιγόνη,σὺ μὲν τάδ᾽ ἂν προὔχοι᾽:  ἐγὼ δὲ δὴ τάφον,80.0,80.0,σύ μέν τάδ ἄν πρόὑσσω  ἐγώ δέ δή τάφος
Ἀντιγόνη,χώσουσ᾽ ἀδελφῷ φιλτάτῳ πορεύσομαι.,,81.0,χώσουσ ἀδελφός φίλτατος πορεύω
Ἰσμήνη,"οἴμοι ταλαίνης, ὡς ὑπερδέδοικά σου.",,82.0,οἴμοι τάλας ὡς ὑπερδείδω σύ
Ἀντιγόνη,μὴ 'μοῦ προτάρβει:  τὸν σὸν ἐξόρθου πότμον.,,83.0,μή ἐγώ προταρβέω  ὁ σός ἐξορθόω πότμος
Ἰσμήνη,ἀλλ᾽ οὖν προμηνύσῃς γε τοῦτο μηδενὶ,,84.0,ἀλλ οὖν προμηνύω γε οὗτος μηδείς
Ἰσμήνη,"τοὔργον, κρυφῇ δὲ κεῦθε, σὺν δ᾽ αὔτως ἐγώ.",85.0,85.0,ἔργον κρυφῇ δέ κεύθω σύν δ αὔτως ἐγώ
Ἀντιγόνη,"οἴμοι, καταύδα:  πολλὸν ἐχθίων ἔσει",,86.0,οἴμοι καταυδάω  πολύς ἐχθίων εἰμί
Ἀντιγόνη,"σιγῶσ᾽, ἐὰν μὴ πᾶσι κηρύξῃς τάδε.",,87.0,σιγῶσ ἐάν μή πᾶς κηρύσσω ὅδε
Ἰσμήνη,θερμὴν ἐπὶ ψυχροῖσι καρδίαν ἔχεις.,,88.0,θερμός ἐπί ψυχρός καρδία ἔχω
Ἀντιγόνη,ἀλλ᾽ οἶδ᾽ ἀρέσκουσ᾽ οἷς μάλισθ᾽ ἁδεῖν με χρή.,,89.0,ἀλλ οἶδ ἀρέσκουσ ὅς μάλισθ ἁνδάνω ἐγώ χρή
Ἰσμήνη,εἰ καὶ δυνήσει γ᾽:  ἀλλ᾽ ἀμηχάνων ἐρᾷς.,90.0,90.0,εἰ καί δύναμαι γε  ἀλλ ἀμήχανος ἐράω
Ἀντιγόνη,"οὐκοῦν,   ὅταν δὴ μὴ σθένω, πεπαύσομαι.",,91.0,οὐκοῦν   ὅταν δή μή σθένω παύω
Ἰσμήνη,ἀρχὴν δὲ θηρᾶν οὐ πρέπει τἀμήχανα.,,92.0,ἀρχή δέ θηράω οὐ πρέπω ἀμήχανος
Ἀντιγόνη,"εἰ ταῦτα λέξεις, ἐχθαρεῖ μὲν ἐξ ἐμοῦ,",,93.0,εἰ οὗτος λέγω ἐχθαίρω μέν ἐκ ἐγώ
Ἀντιγόνη,ἐχθρὰ δὲ τῷ θανόντι προσκείσει δίκῃ.,,94.0,ἐχθρός δέ ὁ θνήσκω πρόσκειμαι δίκη
Ἀντιγόνη,ἀλλ᾽ ἔα με καὶ τὴν ἐξ ἐμοῦ δυσβουλίαν,95.0,95.0,ἀλλ εἰμί ἐγώ καί ὁ ἐκ ἐγώ δυσβουλία
Ἀντιγόνη,παθεῖν τὸ δεινὸν τοῦτο:  πείσομαι γὰρ οὐ,,96.0,πάσχω ὁ δεινός οὗτος  πείθω γάρ οὐ
Ἀντιγόνη,τοσοῦτον οὐδὲν ὥστε μὴ οὐ καλῶς θανεῖν.,,97.0,τοσοῦτος οὐδείς ὥστε μή οὐ καλός θνήσκω
Ἰσμήνη,"ἀλλ᾽ εἰ δοκεῖ σοι, στεῖχε:  τοῦτο δ᾽ ἴσθ᾽ ὅτι",,98.0,ἀλλ εἰ δοκέω σύ στείχω  οὗτος δ εἰμί ὅτι
Ἰσμήνη,"ἄνους μὲν ἔρχει, τοῖς φίλοις δ᾽ ὀρθῶς φίλη.",,99.0,ἄνοος μέν ἔρχομαι ὁ φίλος δ ὀρθός φίλος
Χορός,"ἀκτὶς ἀελίου, τὸ κάλλιστον ἑπταπύλῳ φανὲν",100.0,100.0,ἀκτίς ἥλιος ὁ καλός ἑπτάπυλος φαίνω
Χορός,"Θήβᾳ τῶν προτέρων φάος,",,101.0,Θήβη ὁ πρότερος φάος
Χορός,"ἐφάνθης ποτ᾽, ὦ χρυσέας",,102.0,φαίνω ποτ ὦ χρύσεος
Χορός,"ἁμέρας βλέφαρον,",,103.0,ἥμερος βλέφαρον
Χορός,"Διρκαίων ὑπὲρ ῥεέθρων μολοῦσα,",105.0,105.0,Διρκαίων ὑπέρ ῥεῖθρον βλώσκω
Χορός,τὸν λεύκασπιν Ἀργόθεν ἐκβάντα φῶτα πανσαγίᾳ,,106.0,ὁ λεύκασπις Ἀργόθεν ἐκβαίνω φώς πανσαγία
Χορός,φυγάδα πρόδρομον ὀξυτέρῳ κινήσασα χαλινῷ:,,107.0,φυγάς πρόδρομος ὀξύς κινέω χαλινός
Χορός,ὃς ἐφ᾽ ἡμετέρᾳ γᾷ Πολυνείκους,110.0,110.0,ὅς ἐπί ἡμέτερος γῆ Πολυνείκης
Χορός,ἀρθεὶς νεικέων ἐξ ἀμφιλόγων,,111.0,αἴρω νεῖκος ἐκ ἀμφίλογος
Χορός,ὀξέα κλάζων,,112.0,ὀξύς κλάζω
Χορός,"ἀετὸς εἰς γᾶν ὣς ὑπερέπτα,",,113.0,ἀετός εἰς γῆ ὡς ὑπερπέτομαι
Χορός,"λευκῆς χιόνος πτέρυγι στεγανός,",,114.0,λευκός χιών πτέρυξ στεγανός
Χορός,πολλῶν μεθ᾽ ὅπλων,115.0,115.0,πολύς μετά ὅπλον
Χορός,ξύν θ᾽ ἱπποκόμοις κορύθεσσιν.,,116.0,σύν θ ἱππόκομος κόρυς
Χορός,ξύν θ᾽ ἱπποκόμοις κορύθεσσιν.,,117.0,σύν θ ἱππόκομος κόρυς
Χορός,στὰς δ᾽ ὑπὲρ μελάθρων φονώσαισιν ἀμφιχανὼν κύκλῳ,,118.0,ἵστημι δ ὑπέρ μέλαθρον φονάω ἀμφιχάσκω κύκλος
Χορός,λόγχαις ἑπτάπυλον στόμα,,119.0,λόγχη ἑπτάπυλος στόμα
Χορός,"ἔβα, πρίν ποθ᾽ ἁμετέρων",,120.0,βαίνω πρίν ποθ ἡμέτερος
Χορός,αἱμάτων γένυσιν πλησθῆναί τε καὶ στεφάνωμα πύργων,120.0,120.5,αἷμα γένυς πίμπλημι τε καί στεφάνωμα πύργος
Χορός,πευκάενθ᾽ Ἥφαιστον ἑλεῖν.  τοῖος ἀμφὶ νῶτ᾽ ἐτάθη,,121.0,πευκάενθ Ἥφαιστος αἱρέω  τοῖος ἀμφί νῶτ τείνω
Χορός,"πάταγος Ἄρεος, ἀντιπάλῳ δυσχείρωμα δράκοντος.",125.0,125.0,πάταγος Ἄρης ἀντίπαλος δυσχείρωμα δράκων
Χορός,Ζεὺς γὰρ μεγάλης γλώσσης κόμπους,,126.0,Ζεύς γάρ μέγας γλῶσσα κόμπος
Χορός,"ὑπερεχθαίρει, καὶ σφας ἐσιδὼν",,127.0,ὑπερεχθαίρω καί σφεῖς εἰσοράω
Χορός,πολλῷ ῥεύματι προσνισσομένους,,128.0,πολύς ῥεῦμα ποτινίσσομαι
Χορός,"χρυσοῦ καναχῆς ὑπεροπλίαις,",130.0,130.0,χρυσός καναχή ὑπεροπλία
Χορός,παλτῷ ῥιπτεῖ πυρὶ βαλβίδων,,131.0,παλτός ῥίπτω πῦρ βαλβίς
Χορός,ἐπ᾽ ἄκρων ἤδη,,132.0,ἐπί ἄκρος ἤδη
Χορός,νίκην ὁρμῶντ᾽ ἀλαλάξαι.,,133.0,νίκη ὁρμῶντ ἀλαλάζω
Χορός,ἀντιτύπᾳ δ᾽ ἐπὶ γᾷ πέσε τανταλωθεὶς,,134.0,ἀντίτυπος δ ἐπί γῆ πίπτω τανταλόομαι
Χορός,"πυρφόρος, ὃς τότε μαινομένᾳ ξὺν ὁρμᾷ",135.0,135.0,πυρφόρος ὅς τότε μαίνομαι σύν ὁρμή
Χορός,βακχεύων ἐπέπνει,,136.0,Βακχεύω ἐπιπνέω
Χορός,ῥιπαῖς ἐχθίστων ἀνέμων.,,137.0,ῥιπή ἔχθιστος ἄνεμος
Χορός,"εἶχε δ᾽ ἄλλᾳ τὰ μέν,",,138.0,ἔχω δ ἄλλος ὁ μέν
Χορός,ἄλλα δ᾽ ἐπ᾽ ἄλλοις ἐπενώμα στυφελίζων μέγας Ἄρης,,139.0,ἄλλος δ ἐπί ἄλλος ἐπινωμάω στυφελίζω μέγας Ἄρης
Χορός,δεξιόσειρος.,140.0,140.0,δεξιόσειρος
Χορός,ἑπτὰ λοχαγοὶ γὰρ ἐφ᾽ ἑπτὰ πύλαις,,141.0,ἑπτά λοχαγός γάρ ἐπί ἑπτά πύλη
Χορός,ταχθέντες ἴσοι πρὸς ἴσους ἔλιπον,,142.0,τάσσω ἴσος πρός ἴσος λείπω
Χορός,"Ζηνὶ τροπαίῳ πάγχαλκα τέλη,",,143.0,Ζεύς τροπαῖος παγχάλκεος τέλος
Χορός,"πλὴν τοῖν στυγεροῖν, ὣ πατρὸς ἑνὸς",,144.0,πλήν ὁ στυγερός ὅς πατήρ εἷς
Χορός,μητρός τε μιᾶς φύντε καθ᾽ αὑτοῖν,145.0,145.0,μήτηρ τε εἷς φύω κατά ἑαυτοῦ
Χορός,δικρατεῖς λόγχας στήσαντ᾽ ἔχετον,,146.0,δικρατής λόγχη στήσαντ ἔχω
Χορός,κοινοῦ θανάτου μέρος ἄμφω.,,147.0,κοινός θάνατος μέρος ἄμφω
Χορός,ἀλλὰ γὰρ ἁ μεγαλώνυμος ἦλθε Νίκα,,148.0,ἀλλά γάρ ὁ μεγαλώνυμος ἔρχομαι νίκη
Χορός,"τᾷ πολυαρμάτῳ ἀντιχαρεῖσα Θήβᾳ,",,149.0,ὁ πολυάρματος ἀντιχαίρω Θήβη
Χορός,ἐκ μὲν δὴ πολέμων,150.0,150.0,ἐκ μέν δή πόλεμος
Χορός,"τῶν νῦν θέσθαι λησμοσύναν,",,151.0,ὁ νῦν τίθημι λησμοσύνη
Χορός,θεῶν δὲ ναοὺς χοροῖς,,152.0,θεός δέ ναός χορός
Χορός,"παννυχίοις πάντας ἐπέλθωμεν, ὁ Θήβας δ᾽ ἐλελίχθων",,153.0,παννύχιος πᾶς ἐπέρχομαι ὁ Θῆβαι δ ἐλελίχθων
Χορός,Βάκχιος ἄρχοι.,,154.0,Βάκχειος ἄρχω
Χορός,"ἀλλ᾽ ὅδε γὰρ δὴ βασιλεὺς χώρας,",155.0,155.0,ἀλλ ὅδε γάρ δή βασιλεύς χώρα
Χορός,Κρέων ὁ Μενοικέως ἄρχων νεοχμὸς,,156.0,Κρέων ὁ Μενοικεύς ἄρχων νεοχμός
Χορός,νεαραῖσι θεῶν ἐπὶ συντυχίαις,,157.0,νεαρός θεός ἐπί συντυχία
Χορός,"χωρεῖ, τίνα δὴ μῆτιν ἐρέσσων,",,158.0,χωρέω τίς δή μῆτις ἐρέσσω
Χορός,ὅτι σύγκλητον τήνδε γερόντων,160.0,160.0,ὅτι σύγκλητος ὅδε γέρων
Χορός,"προὔθετο λέσχην,",,161.0,προθέω λέσχη
Χορός,κοινῷ κηρύγματι πέμψας;,,162.0,κοινός κήρυγμα πέμπω
Κρέων,"ἄνδρες, τὰ μὲν δὴ πόλεος ἀσφαλῶς θεοὶ",,163.0,ἀνήρ ὁ μέν δή πόλις ἀσφαλής θεός
Κρέων,πολλῷ σάλῳ σείσαντες ὤρθωσαν πάλιν.,,164.0,πολύς σάλος σείω ὀρθόω πάλιν
Κρέων,ὑμᾶς δ᾽ ἐγὼ πομποῖσιν ἐκ πάντων δίχα,,165.0,σύ δ ἐγώ πομπός ἐκ πᾶς δίχα
Κρέων,ἔστειλ᾽ ἱκέσθαι τοῦτο μὲν τὰ Λαΐου,165.0,165.5,ἔστειλ ἱκνέομαι οὗτος μέν ὁ Λάιος
Κρέων,"σέβοντας εἰδὼς εὖ θρόνων ἀεὶ κράτη,",,166.0,σέβω οἶδα εὖ θρόνος ἀεί κράτος
Κρέων,"τοῦτ᾽ αὖθις, ἡνίκ᾽ Οἰδίπους ὤρθου πόλιν,",,167.0,τοῦτ αὖθις ἡνίκα Οἰδίπους ὀρθόω πόλις
Κρέων,"κἀπεὶ διώλετ᾽, ἀμφὶ τοὺς κείνων ἔτι",,168.0,ἐπεί διώλετ ἀμφί ὁ ἐκεῖνος ἔτι
Κρέων,παῖδας μένοντας ἐμπέδοις φρονήμασιν.,,169.0,παῖς μένω ἔμπεδος φρόνημα
Κρέων,ὅτ᾽ οὖν ἐκεῖνοι πρὸς διπλῆς μοίρας μίαν,170.0,170.0,ὅτ οὖν ἐκεῖνος πρός διπλός μοῖρα εἷς
Κρέων,καθ᾽ ἡμέραν ὤλοντο παίσαντές τε καὶ,,171.0,κατά ἡμέρα ὄλλυμι παίω τε καί
Κρέων,"πληγέντες αὐτόχειρι σὺν μιάσματι,",,172.0,πλήσσω αὐτόχειρ σύν μίασμα
Κρέων,ἐγὼ κράτη δὴ πάντα καὶ θρόνους ἔχω,,173.0,ἐγώ κράτος δή πᾶς καί θρόνος ἔχω
Κρέων,γένους κατ᾽ ἀγχιστεῖα τῶν ὀλωλότων.,,174.0,γένος κατά ἀγχιστεία ὁ ὄλλυμι
Κρέων,ἀμήχανον δὲ παντὸς ἀνδρὸς ἐκμαθεῖν,175.0,175.0,ἀμήχανος δέ πᾶς ἀνήρ ἐκμανθάνω
Κρέων,"ψυχήν τε καὶ φρόνημα καὶ γνώμην, πρὶν ἂν",,176.0,ψυχή τε καί φρόνημα καί γνώμη πρίν ἄν
